event_id	comparison_id	panel_label	query_name	window_start	window_end	query_start	query_end	query_rel_start	query_rel_end	window_overlap_bp	target_name	target_chrom	target_start	target_end	strand	matches	alignment_length	identity	expected_target_chroms	is_expected_target	source_layer	filtered_paf	filtered_paf_line
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135723896	135725896	19071	21071	2000	PAN011#joint#h2_chr9	chr9	133257936	133259936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2148
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135725896	135727896	21071	23071	2000	PAN011#joint#h2_chr9	chr9	133259936	133261936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2149
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135727896	135729896	23071	25071	2000	PAN011#joint#h2_chr9	chr9	133261936	133263936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2150
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135729896	135731896	25071	27071	2000	PAN011#joint#h2_chr9	chr9	133263936	133265936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2151
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135731896	135733896	27071	29071	2000	PAN011#joint#h2_chr9	chr9	133265936	133267936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2152
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135733896	135735896	29071	31071	2000	PAN011#joint#h2_chr9	chr9	133267936	133269936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2153
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135735896	135737896	31071	33071	2000	PAN011#joint#h2_chr9	chr9	133269936	133271936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2154
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135737896	135739896	33071	35071	2000	PAN011#joint#h2_chr9	chr9	133271936	133273936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2155
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135739896	135741896	35071	37071	2000	PAN011#joint#h2_chr9	chr9	133273936	133275936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2156
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135741896	135743896	37071	39071	2000	PAN011#joint#h2_chr9	chr9	133275936	133277936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2157
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135743896	135745896	39071	41071	2000	PAN011#joint#h2_chr9	chr9	133277936	133279936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2158
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135745896	135747896	41071	43071	2000	PAN011#joint#h2_chr9	chr9	133279936	133281936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2159
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135747896	135749896	43071	45071	2000	PAN011#joint#h2_chr9	chr9	133281936	133283936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2160
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135749896	135751896	45071	47071	2000	PAN011#joint#h2_chr9	chr9	133283936	133285936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2161
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135751896	135753896	47071	49071	2000	PAN011#joint#h2_chr9	chr9	133285936	133287936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2162
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135753896	135755896	49071	51071	2000	PAN011#joint#h2_chr9	chr9	133287936	133289936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2163
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135755896	135757896	51071	53071	2000	PAN011#joint#h2_chr9	chr9	133289936	133291936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2164
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135757896	135759896	53071	55071	2000	PAN011#joint#h2_chr9	chr9	133291936	133293936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2165
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135759896	135761896	55071	57071	2000	PAN011#joint#h2_chr9	chr9	133293936	133295936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2166
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135761896	135763896	57071	59071	2000	PAN011#joint#h2_chr9	chr9	133295936	133297936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2167
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135763896	135765896	59071	61071	2000	PAN011#joint#h2_chr9	chr9	133297936	133299936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2168
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135765896	135767896	61071	63071	2000	PAN011#joint#h2_chr9	chr9	133299936	133301936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2169
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135767896	135769896	63071	65071	2000	PAN011#joint#h2_chr9	chr9	133301936	133303936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2170
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135769896	135771896	65071	67071	2000	PAN011#joint#h2_chr9	chr9	133303936	133305936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2171
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135771896	135773896	67071	69071	2000	PAN011#joint#h2_chr9	chr9	133305936	133307936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2172
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135773896	135775896	69071	71071	2000	PAN011#joint#h2_chr9	chr9	133307936	133309936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2173
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135775896	135777896	71071	73071	2000	PAN011#joint#h2_chr9	chr9	133309936	133311936	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2174
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135777896	135779896	73071	75071	2000	PAN011#joint#h2_chr9	chr9	133311936	133313937	+	2000	2001	0.999500	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2175
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135779896	135781896	75071	77071	2000	PAN011#joint#h2_chr9	chr9	133313937	133315937	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2176
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135781896	135783896	77071	79071	2000	PAN011#joint#h2_chr9	chr9	133315937	133317937	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2177
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135783896	135785896	79071	81071	2000	PAN011#joint#h2_chr9	chr9	133317937	133319937	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2178
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135785896	135787896	81071	83071	2000	PAN011#joint#h2_chr9	chr9	133319937	133321937	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2179
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135787896	135789896	83071	85071	2000	PAN011#joint#h2_chr9	chr9	133321937	133323937	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2180
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	135704825	136204825	135789896	135791896	85071	87071	2000	PAN011#joint#h2_chr9	chr9	133323937	133325937	+	2000	2000	1.000000	chr3	no	raw_fasta_sweepga_fastga_f16_pafchop_l2000_sweepga_1to1_scoring_ani	/moosefs/erikg/phrs/.wg-worktrees/agent-2682/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chopped_panels/evidence_paf/PAN027pat_vs_PAN011_joint.window_extract.one_one_scoring_ani_chopped_l2000_o0.paf.gz	2181
