run_id	query_chrom	query_start	query_end	target_chrom	donor_haplotype	donor_seq	donor_start	donor_end	bp	query_span_bp	donor_span_bp	windows	mean_identity	category
chr13_homolog_run0046	chr13	2360000	2480000	chr13	h1	PAN027#joint#h1_chr13	2382109	2502109	120000	120000	120000	60	1.000000	homologous_same_chrom
chr21_homolog_run0446	chr21	11872000	11992000	chr21	h2	PAN027#joint#h2_chr21	10363393	10483372	120000	120000	119979	60	0.999412	homologous_same_chrom
chr14_homolog_run0104	chr14	14578000	14696000	chr14	h2	PAN027#joint#h2_chr14	7608827	7726826	118000	118000	117999	59	0.998826	homologous_same_chrom
chr16_homolog_run0541	chr16	34012000	34130000	chr16	h1	PAN027#joint#h1_chr16	34864256	34982272	118000	118000	118016	59	0.999678	homologous_same_chrom
chr7_homolog_run0002	chr7	10000	126000	chr7	h2	PAN027#joint#h2_chr7	14369	130190	116000	116000	115821	58	0.996982	homologous_same_chrom
chr13_homolog_run0078	chr13	7128000	7244000	chr13	h1	PAN027#joint#h1_chr13	6594193	6710193	116000	116000	116000	58	1.000000	homologous_same_chrom
chr13_homolog_run0096	chr13	7476000	7590000	chr13	h1	PAN027#joint#h1_chr13	6942193	7056193	114000	114000	114000	57	1.000000	homologous_same_chrom
chr13_homolog_run0071	chr13	6216000	6328000	chr13	h1	PAN027#joint#h1_chr13	5682199	5794198	112000	112000	111999	56	0.999996	homologous_same_chrom
chr15_homolog_run0043	chr15	2612000	2724000	chr15	h1	PAN027#joint#h1_chr15	4557291	4669258	112000	112000	111967	56	0.985972	homologous_same_chrom
chr16_homolog_run0485	chr16	32846000	32958000	chr16	h2	PAN027#joint#h2_chr16	32588855	32700855	112000	112000	112000	56	1.000000	homologous_same_chrom
chr21_homolog_run0082	chr21	3582000	3694000	chr21	h2	PAN027#joint#h2_chr21	2756471	2868337	112000	112000	111866	56	0.993310	homologous_same_chrom
chr22_homolog_run0145	chr22	6186000	6298000	chr22	h1	PAN027#joint#h1_chr22	5785269	5897434	112000	112000	112165	56	0.998444	homologous_same_chrom
chr12_homolog_run2036	chr12	63728000	63832000	chr12	h2	PAN027#joint#h2_chr12	63680409	63784398	104000	104000	103989	52	0.999803	homologous_same_chrom
chr18_homolog_run0003	chr18	4000	108000	chr18	h2	PAN027#joint#h2_chr18	4981	108951	104000	104000	103970	52	0.999178	homologous_same_chrom
chr6_homolog_run4511	chr6	171750000	171852000	chr6	h1	PAN027#joint#h1_chr6	171740596	171842596	102000	102000	102000	51	1.000000	homologous_same_chrom
chr8_homolog_run0001	chr8	0	102000	chr8	h2	PAN027#joint#h2_chr8	2139	104109	102000	102000	101970	51	0.999803	homologous_same_chrom
chr9_homolog_run0007	chr9	94000	196000	chr9	h2	PAN027#joint#h2_chr9	95267	197264	102000	102000	101997	51	0.999809	homologous_same_chrom
chr14_homolog_run0038	chr14	7066000	7168000	chr14	h2	PAN027#joint#h2_chr14	485519	587451	102000	102000	101932	51	0.996504	homologous_same_chrom
chr16_homolog_run0004	chr16	200000	302000	chr16	h1	PAN027#joint#h1_chr16	199938	301937	102000	102000	101999	51	0.999995	homologous_same_chrom
chr14_homolog_run0036	chr14	6954000	7054000	chr14	h2	PAN027#joint#h2_chr14	6870685	6970641	100000	100000	99956	50	0.997297	homologous_same_chrom
chr22_homolog_run0150	chr22	6492000	6592000	chr22	h1	PAN027#joint#h1_chr22	6094558	6194556	100000	100000	99998	50	0.999570	homologous_same_chrom
chr15_homolog_run0017	chr15	188000	286000	chr15	h2	PAN027#joint#h2_chr15	282212	380199	98000	98000	97987	49	0.993597	homologous_same_chrom
chr22_homolog_run0263	chr22	12198000	12296000	chr22	h1	PAN027#joint#h1_chr22	12429767	12527795	98000	98000	98028	49	0.981462	homologous_same_chrom
chr18_homolog_run0412	chr18	14210000	14304000	chr18	h2	PAN027#joint#h2_chr18	14209786	14303790	94000	94000	94004	47	0.999649	homologous_same_chrom
chr21_homolog_run0167	chr21	7236000	7330000	chr21	h2	PAN027#joint#h2_chr21	5425942	5519959	94000	94000	94017	47	0.998400	homologous_same_chrom
chr22_homolog_run0064	chr22	3088000	3180000	chr22	h2	PAN027#joint#h2_chr22	3328425	3420410	92000	92000	91985	46	0.995091	homologous_same_chrom
chr13_homolog_run0008	chr13	186000	276000	chr13	h1	PAN027#joint#h1_chr13	189232	279232	90000	90000	90000	45	1.000000	homologous_same_chrom
chr13_homolog_run0147	chr13	9586000	9676000	chr13	h2	PAN027#joint#h2_chr13	8196330	8286275	90000	90000	89945	45	0.997826	homologous_same_chrom
chr14_homolog_run0088	chr14	13028000	13118000	chr14	h2	PAN027#joint#h2_chr14	6041121	6131131	90000	90000	90010	45	0.993737	homologous_same_chrom
chr2_homolog_run2091	chr2	96834000	96922000	chr2	h2	PAN027#joint#h2_chr2	96833500	96921500	88000	88000	88000	44	1.000000	homologous_same_chrom
chr1_homolog_run2058	chr1	83430000	83516000	chr1	h2	PAN027#joint#h2_chr1	83383513	83469516	86000	86000	86003	43	0.999552	homologous_same_chrom
chr2_homolog_run2093	chr2	96934000	97020000	chr2	h2	PAN027#joint#h2_chr2	96933500	97019500	86000	86000	86000	43	1.000000	homologous_same_chrom
chr13_homolog_run0007	chr13	72000	158000	chr13	h1	PAN027#joint#h1_chr13	75232	161232	86000	86000	86000	43	1.000000	homologous_same_chrom
chr22_homolog_run0018	chr22	732000	818000	chr22	h1	PAN027#joint#h1_chr22	1536944	1622943	86000	86000	85999	43	0.998122	homologous_same_chrom
chr22_homolog_run0146	chr22	6318000	6404000	chr22	h1	PAN027#joint#h1_chr22	5917420	6003334	86000	86000	85914	43	0.998189	homologous_same_chrom
chr1_homolog_run0005	chr1	134000	218000	chr1	h2	PAN027#joint#h2_chr1	125445	209451	84000	84000	84006	42	0.999750	homologous_same_chrom
chr2_homolog_run2013	chr2	89656000	89740000	chr2	h2	PAN027#joint#h2_chr2	89655530	89739530	84000	84000	84000	42	1.000000	homologous_same_chrom
chr2_homolog_run2913	chr2	134238000	134322000	chr2	h2	PAN027#joint#h2_chr2	134237259	134321257	84000	84000	83998	42	0.999988	homologous_same_chrom
chr11_homolog_run1623	chr11	71230000	71314000	chr11	h1	PAN027#joint#h1_chr11	71408475	71492475	84000	84000	84000	42	1.000000	homologous_same_chrom
chr15_homolog_run0019	chr15	456000	540000	chr15	h2	PAN027#joint#h2_chr15	480661	564657	84000	84000	83996	42	0.991368	homologous_same_chrom
chr21_homolog_run0026	chr21	416000	500000	chr21	h1	PAN027#joint#h1_chr21	373729	457816	84000	84000	84087	42	0.990265	homologous_same_chrom
chr4_homolog_run4360	chr4	134942000	135024000	chr4	h2	PAN027#joint#h2_chr4	131966804	132048727	82000	82000	81923	41	0.997172	homologous_same_chrom
chr14_homolog_run0050	chr14	8864000	8946000	chr14	h2	PAN027#joint#h2_chr14	1538171	1620072	82000	82000	81901	41	0.991547	homologous_same_chrom
chr14_homolog_run0119	chr14	14780000	14862000	chr14	h1	PAN027#joint#h1_chr14	6129487	6211459	82000	82000	81972	41	0.999718	homologous_same_chrom
chr17_homolog_run0594	chr17	31168000	31250000	chr17	h2	PAN027#joint#h2_chr17	30672843	30754839	82000	82000	81996	41	0.999976	homologous_same_chrom
chr2_homolog_run2006	chr2	89464000	89544000	chr2	h2	PAN027#joint#h2_chr2	89463533	89543532	80000	80000	79999	40	0.999994	homologous_same_chrom
chr4_homolog_run1429	chr4	49234000	49314000	chr4	h1	PAN027#joint#h1_chr4	49374232	49454226	80000	80000	79994	40	0.997487	homologous_same_chrom
chr6_homolog_run1546	chr6	57790000	57870000	chr6	h1	PAN027#joint#h1_chr6	57789398	57869397	80000	80000	79999	40	0.999994	homologous_same_chrom
chr18_homolog_run0549	chr18	15036000	15116000	chr18	h2	PAN027#joint#h2_chr18	15037144	15117154	80000	80000	80010	40	0.999650	homologous_same_chrom
chr22_homolog_run0012	chr22	268000	348000	chr22	h1	PAN027#joint#h1_chr22	450179	530237	80000	80000	80058	40	0.991131	homologous_same_chrom
chr22_homolog_run0158	chr22	7670000	7750000	chr22	h1	PAN027#joint#h1_chr22	7270287	7350291	80000	80000	80004	40	0.999613	homologous_same_chrom
chr2_homolog_run2029	chr2	90224000	90302000	chr2	h2	PAN027#joint#h2_chr2	90223523	90301522	78000	78000	77999	39	0.999994	homologous_same_chrom
chr22_homolog_run0001	chr22	22000	100000	chr22	h2	PAN027#joint#h2_chr22	1740	79656	78000	78000	77916	39	0.994064	homologous_same_chrom
chr13_homolog_run0094	chr13	7398000	7474000	chr13	h1	PAN027#joint#h1_chr13	6864193	6940193	76000	76000	76000	38	1.000000	homologous_same_chrom
chr13_homolog_run0142	chr13	9312000	9388000	chr13	h2	PAN027#joint#h2_chr13	7922600	7998579	76000	76000	75979	38	0.998638	homologous_same_chrom
chr14_homolog_run0032	chr14	6590000	6666000	chr14	h2	PAN027#joint#h2_chr14	1451435	1527480	76000	76000	76045	38	0.993881	homologous_same_chrom
chr14_homolog_run0101	chr14	14432000	14508000	chr14	h2	PAN027#joint#h2_chr14	7460117	7536134	76000	76000	76017	38	0.997980	homologous_same_chrom
chr11_homolog_run1241	chr11	50146000	50220000	chr11	h2	PAN027#joint#h2_chr11	50193504	50267505	74000	74000	74001	37	0.999993	homologous_same_chrom
chr19_homolog_run1042	chr19	48794000	48868000	chr19	h2	PAN027#joint#h2_chr19	48892953	48966953	74000	74000	74000	37	1.000000	homologous_same_chrom
chr11_homolog_run1573	chr11	67322000	67394000	chr11	h2	PAN027#joint#h2_chr11	67368550	67440550	72000	72000	72000	36	1.000000	homologous_same_chrom
chr13_homolog_run0114	chr13	7740000	7812000	chr13	h1	PAN027#joint#h1_chr13	7206193	7278188	72000	72000	71995	36	0.997923	homologous_same_chrom
chr15_homolog_run0144	chr15	6918000	6990000	chr15	h1	PAN027#joint#h1_chr15	9868779	9940637	72000	72000	71858	36	0.969421	homologous_same_chrom
chr21_homolog_run0155	chr21	6586000	6658000	chr21	h1	PAN027#joint#h1_chr21	5643902	5715954	72000	72000	72052	36	0.998088	homologous_same_chrom
chr21_homolog_run0171	chr21	7660000	7732000	chr21	h1	PAN027#joint#h1_chr21	6964596	7036601	72000	72000	72005	36	0.997575	homologous_same_chrom
chr22_homolog_run0291	chr22	12454000	12526000	chr22	h1	PAN027#joint#h1_chr22	12685861	12757890	72000	72000	72029	36	0.979733	homologous_same_chrom
chr11_homolog_run1626	chr11	71326000	71396000	chr11	h1	PAN027#joint#h1_chr11	71504476	71574476	70000	70000	70000	35	1.000000	homologous_same_chrom
chr15_homolog_run0150	chr15	7382000	7452000	chr15	h2	PAN027#joint#h2_chr15	10320243	10390575	70000	70000	70332	35	0.967476	homologous_same_chrom
chr21_homolog_run0166	chr21	7164000	7234000	chr21	h2	PAN027#joint#h2_chr21	5356022	5425815	70000	70000	69793	35	0.996383	homologous_same_chrom
chr1_homolog_run3425	chr1	129730000	129798000	chr1	h2	PAN027#joint#h2_chr1	130715859	130783866	68000	68000	68007	34	0.999257	homologous_same_chrom
chr3_homolog_run2148	chr3	75732000	75800000	chr3	h1	PAN027#joint#h1_chr3	75737356	75805381	68000	68000	68025	34	0.998655	homologous_same_chrom
chr14_homolog_run0155	chr14	15150000	15218000	chr14	h1	PAN027#joint#h1_chr14	6516342	6584322	68000	68000	67980	34	0.999705	homologous_same_chrom
chr21_homolog_run0430	chr21	11680000	11748000	chr21	h1	PAN027#joint#h1_chr21	9684902	9752859	68000	68000	67957	34	0.998869	homologous_same_chrom
chr1_homolog_run0009	chr1	238000	304000	chr1	h2	PAN027#joint#h2_chr1	229454	295462	66000	66000	66008	33	0.999636	homologous_same_chrom
chr1_homolog_run3802	chr1	151058000	151124000	chr1	h2	PAN027#joint#h2_chr1	147650211	147716211	66000	66000	66000	33	0.999924	homologous_same_chrom
chr2_homolog_run2087	chr2	96544000	96610000	chr2	h2	PAN027#joint#h2_chr2	96543503	96609503	66000	66000	66000	33	0.999985	homologous_same_chrom
chr2_homolog_run2522	chr2	115738000	115804000	chr2	h2	PAN027#joint#h2_chr2	115737380	115803379	66000	66000	65999	33	0.999992	homologous_same_chrom
chr10_homolog_run2027	chr10	80604000	80670000	chr10	h2	PAN027#joint#h2_chr10	80772826	80838826	66000	66000	66000	33	1.000000	homologous_same_chrom
chr14_homolog_run0458	chr14	18382000	18448000	chr14	h2	PAN027#joint#h2_chr14	12754226	12820238	66000	66000	66012	33	0.985774	homologous_same_chrom
chr22_homolog_run0157	chr22	7566000	7632000	chr22	h1	PAN027#joint#h1_chr22	7166207	7232208	66000	66000	66001	33	0.998599	homologous_same_chrom
chr22_homolog_run0193	chr22	9966000	10032000	chr22	h2	PAN027#joint#h2_chr22	8598782	8664770	66000	66000	65988	33	0.999515	homologous_same_chrom
chr8_homolog_run0008	chr8	342000	406000	chr8	h2	PAN027#joint#h2_chr8	344107	408107	64000	64000	64000	32	1.000000	homologous_same_chrom
chr10_homolog_run0003	chr10	16000	80000	chr10	h1	PAN027#joint#h1_chr10	18152	82151	64000	64000	63999	32	0.999992	homologous_same_chrom
chr12_homolog_run0251	chr12	8306000	8370000	chr12	h1	PAN027#joint#h1_chr12	8287122	8351125	64000	64000	64003	32	0.999711	homologous_same_chrom
chr14_homolog_run0060	chr14	9260000	9324000	chr14	h2	PAN027#joint#h2_chr14	2325745	2389760	64000	64000	64015	32	0.985805	homologous_same_chrom
chr14_homolog_run0079	chr14	9416000	9480000	chr14	h1	PAN027#joint#h1_chr14	2756833	2820835	64000	64000	64002	32	0.999703	homologous_same_chrom
chr14_homolog_run0165	chr14	15264000	15328000	chr14	h2	PAN027#joint#h2_chr14	8337587	8401589	64000	64000	64002	32	0.996969	homologous_same_chrom
chr21_homolog_run0173	chr21	7736000	7800000	chr21	h1	PAN027#joint#h1_chr21	7040509	7104615	64000	64000	64106	32	0.998039	homologous_same_chrom
chr11_homolog_run1841	chr11	80146000	80208000	chr11	h1	PAN027#joint#h1_chr11	80324429	80386429	62000	62000	62000	31	1.000000	homologous_same_chrom
chr13_homolog_run0048	chr13	2546000	2608000	chr13	h1	PAN027#joint#h1_chr13	2568109	2630109	62000	62000	62000	31	1.000000	homologous_same_chrom
chr1_homolog_run3404	chr1	128352000	128412000	chr1	h1	PAN027#joint#h1_chr1	128369125	128429010	60000	60000	59885	30	0.992963	homologous_same_chrom
chr2_homolog_run2907	chr2	133796000	133856000	chr2	h2	PAN027#joint#h2_chr2	133795265	133855265	60000	60000	60000	30	1.000000	homologous_same_chrom
chr4_homolog_run0306	chr4	9058000	9118000	chr4	h2	PAN027#joint#h2_chr4	9091120	9151139	60000	60000	60019	30	0.999442	homologous_same_chrom
chr8_homolog_run0188	chr8	11810000	11870000	chr8	h2	PAN027#joint#h2_chr8	11812070	11872069	60000	60000	59999	30	0.999992	homologous_same_chrom
chr14_homolog_run0419	chr14	17960000	18020000	chr14	h2	PAN027#joint#h2_chr14	10906261	10966224	60000	60000	59963	30	0.996737	homologous_same_chrom
chr21_homolog_run0154	chr21	6524000	6584000	chr21	h1	PAN027#joint#h1_chr21	5582222	5642097	60000	60000	59875	30	0.989990	homologous_same_chrom
chr1_homolog_run0004	chr1	48000	106000	chr1	h2	PAN027#joint#h2_chr1	44931	102904	58000	58000	57973	29	0.998317	homologous_same_chrom
chr2_homolog_run2052	chr2	91704000	91762000	chr2	h2	PAN027#joint#h2_chr2	91703509	91761509	58000	58000	58000	29	1.000000	homologous_same_chrom
chr4_homolog_run1439	chr4	49592000	49650000	chr4	h1	PAN027#joint#h1_chr4	49741381	49799460	58000	58000	58079	29	0.996876	homologous_same_chrom
chr8_homolog_run0127	chr8	7776000	7834000	chr8	h2	PAN027#joint#h2_chr8	7778096	7836096	58000	58000	58000	29	1.000000	homologous_same_chrom
chr11_homolog_run0001	chr11	0	58000	chr11	h1	PAN027#joint#h1_chr11	3225	61223	58000	58000	57998	29	0.999121	homologous_same_chrom
chr11_homolog_run1243	chr11	50280000	50338000	chr11	h2	PAN027#joint#h2_chr11	50327503	50385503	58000	58000	58000	29	1.000000	homologous_same_chrom
chr11_homolog_run3297	chr11	134480000	134538000	chr11	h1	PAN027#joint#h1_chr11	134658021	134716021	58000	58000	58000	29	1.000000	homologous_same_chrom
chr14_homolog_run0085	chr14	9492000	9550000	chr14	h1	PAN027#joint#h1_chr14	2832820	2890877	58000	58000	58057	29	0.997305	homologous_same_chrom
chr16_homolog_run0474	chr16	32532000	32590000	chr16	h2	PAN027#joint#h2_chr16	32274857	32332856	58000	58000	57999	29	0.999991	homologous_same_chrom
chr20_homolog_run0001	chr20	0	58000	chr20	h1	PAN027#joint#h1_chr20	232	58211	58000	58000	57979	29	0.999697	homologous_same_chrom
chr22_homolog_run0219	chr22	11978000	12036000	chr22	h1	PAN027#joint#h1_chr22	12428577	12486602	58000	58000	58025	29	0.978652	homologous_same_chrom
chr4_homolog_run5557	chr4	172858000	172914000	chr4	h2	PAN027#joint#h2_chr4	169974695	170030694	56000	56000	55999	28	0.999920	homologous_same_chrom
chr9_homolog_run1459	chr9	61346000	61402000	chr9	h2	PAN027#joint#h2_chr9	62720207	62776205	56000	56000	55998	28	0.999072	homologous_same_chrom
chr14_homolog_run0102	chr14	14508000	14564000	chr14	h2	PAN027#joint#h2_chr14	7537153	7593162	56000	56000	56009	28	0.998956	homologous_same_chrom
chr14_homolog_run1040	chr14	21466000	21522000	chr14	h1	PAN027#joint#h1_chr14	12968813	13024781	56000	56000	55968	28	0.999301	homologous_same_chrom
chr16_homolog_run1021	chr16	71310000	71366000	chr16	h1	PAN027#joint#h1_chr16	72222620	72278619	56000	56000	55999	28	0.999991	homologous_same_chrom
chr20_homolog_run1080	chr20	52118000	52174000	chr20	h1	PAN027#joint#h1_chr20	52133899	52189898	56000	56000	55999	28	0.999991	homologous_same_chrom
chr22_homolog_run0147	chr22	6406000	6462000	chr22	h1	PAN027#joint#h1_chr22	6005334	6061335	56000	56000	56001	28	0.998866	homologous_same_chrom
chr1_homolog_run3420	chr1	128712000	128766000	chr1	h2	PAN027#joint#h2_chr1	129767033	129821033	54000	54000	54000	27	0.999296	homologous_same_chrom
chr6_homolog_run0190	chr6	5818000	5872000	chr6	h1	PAN027#joint#h1_chr6	5817806	5871805	54000	54000	53999	27	0.999991	homologous_same_chrom
chr8_homolog_run0002	chr8	104000	158000	chr8	h2	PAN027#joint#h2_chr8	106109	160109	54000	54000	54000	27	1.000000	homologous_same_chrom
