method_id	evidence_layer	comparison_id	query_chrom	query_arm_side	target_chrom	target_arm	support_class	support_bins	paf_rows	aligned_bp_sum	mean_identity_weighted	mean_match_distance
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr14	internal	chr10	chr10_internal	interchromosomal	3	3	46	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr14	internal	chr19	chr19_internal	interchromosomal	3	3	352	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr14	internal	chr11	chr11_internal	interchromosomal	3	3	287	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr14	internal	chr18	chr18_internal	interchromosomal	3	3	42	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr13	internal	chr21	chr21_internal	interchromosomal	47	47	94000	0.999819	0.000181
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr13	internal	chr14	chr14_internal	interchromosomal	1	1	576	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr12	internal	chr14	chr14_internal	interchromosomal	2	2	170	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr12	internal	chr11	chr11_internal	interchromosomal	4	4	194	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr12	internal	chr15	chr15_internal	interchromosomal	8	8	703	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr12	internal	chr18	chr18_internal	interchromosomal	1	1	189	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr12	internal	chr10	chr10_internal	interchromosomal	3	3	337	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr12	internal	chr20	chr20_internal	interchromosomal	1	1	7	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr12	internal	chr19	chr19_internal	interchromosomal	1	1	22	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr12	internal	chr13	chr13_internal	interchromosomal	3	3	24	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr12	internal	chr16	chr16_internal	interchromosomal	1	1	300	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr12	internal	chr21	chr21_internal	interchromosomal	1	1	35	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr11	internal	chr10	chr10_internal	interchromosomal	1	1	15	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr10	internal	chr18	chr18_internal	interchromosomal	1	1	1	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr22	internal	chr13	chr13_internal	interchromosomal	12	12	24000	0.982303	0.017697
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr22	internal	chr15	chr15_internal	interchromosomal	3	3	4006	0.984039	0.015961
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr22	internal	chr14	chr14_internal	interchromosomal	3	3	906	0.997792	0.002208
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr22	internal	chr21	chr21_internal	interchromosomal	3	3	6000	0.999667	0.000333
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr22	internal	chr20	chr20_internal	interchromosomal	1	1	179	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr22	internal	chr18	chr18_internal	interchromosomal	1	1	2	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr21	internal	chr13	chr13_internal	interchromosomal	6	6	10013	0.989023	0.010977
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr21	internal	chr22	chr22_internal	interchromosomal	1	1	173	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr21	internal	chr14	chr14_internal	interchromosomal	10	10	20000	0.999800	0.000200
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr21	internal	chr15	chr15_internal	interchromosomal	2	2	4000	0.999750	0.000250
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr17	internal	chr13	chr13_internal	interchromosomal	1	1	13	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr15	internal	chr21	chr21_internal	interchromosomal	1	1	195	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr14	internal	chr22	chr22_internal	interchromosomal	9	9	14165	0.999295	0.000705
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr14	internal	chr13	chr13_internal	interchromosomal	15	15	28065	0.996404	0.003596
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr14	internal	chr21	chr21_internal	interchromosomal	3	3	4007	0.995510	0.004490
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr14	internal	chr15	chr15_internal	interchromosomal	1	1	2000	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr13	internal	chr21	chr21_internal	interchromosomal	3	3	2301	0.970897	0.029103
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr13	internal	chr17	chr17_internal	interchromosomal	1	1	57	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr13	internal	chr14	chr14_internal	interchromosomal	1	1	2000	0.868716	0.131284
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr13	internal	chr22	chr22_internal	interchromosomal	2	2	2103	0.999524	0.000476
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr13	internal	chr15	chr15_internal	interchromosomal	3	3	6000	0.998834	0.001166
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr12	internal	chr11	chr11_internal	interchromosomal	1	1	96	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr12	internal	chr19	chr19_internal	interchromosomal	1	1	144	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr12	internal	chr10	chr10_internal	interchromosomal	1	1	426	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr12	internal	chr18	chr18_internal	interchromosomal	1	1	1	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027pat_vs_PAN011_joint	chr10	internal	chr15	chr15_internal	interchromosomal	1	1	71	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr22	internal	chr21	chr21_internal	interchromosomal	9	9	18000	0.973564	0.026436
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr22	internal	chr14	chr14_internal	interchromosomal	2	2	2020	0.999505	0.000495
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr22	internal	chr13	chr13_internal	interchromosomal	6	6	12000	0.963881	0.036119
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr20	internal	chr13	chr13_internal	interchromosomal	1	1	235	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr20	internal	chr17	chr17_internal	interchromosomal	1	1	134	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr19	internal	chr11	chr11_internal	interchromosomal	1	1	124	0.983871	0.016129
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr19	internal	chr17	chr17_internal	interchromosomal	2	2	70	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr19	internal	chr21	chr21_internal	interchromosomal	1	1	9	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr19	internal	chr20	chr20_internal	interchromosomal	1	1	10	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr19	internal	chr14	chr14_internal	interchromosomal	1	1	3	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr17	internal	chr20	chr20_internal	interchromosomal	1	1	134	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr16	internal	chr20	chr20_internal	interchromosomal	1	1	13	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr16	internal	chr10	chr10_internal	interchromosomal	2	2	1238	0.999192	0.000808
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr16	internal	chr21	chr21_internal	interchromosomal	1	1	42	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr16	internal	chr12	chr12_internal	interchromosomal	1	1	56	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr15	internal	chr16	chr16_internal	interchromosomal	1	1	2	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr15	internal	chr21	chr21_internal	interchromosomal	2	2	4000	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr15	internal	chr14	chr14_internal	interchromosomal	7	7	10543	0.998390	0.001610
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr15	internal	chr22	chr22_internal	interchromosomal	1	1	3	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr14	internal	chr21	chr21_internal	interchromosomal	4	4	8000	0.998501	0.001499
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr14	internal	chr13	chr13_internal	interchromosomal	13	13	18946	0.995681	0.004319
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr13	internal	chr21	chr21_internal	interchromosomal	1	1	11	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN027mat_vs_PAN010_joint	chr13	internal	chr14	chr14_internal	interchromosomal	1	1	105	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chrX	internal	chr22	chr22_internal	interchromosomal	3	3	70	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chrX	internal	chr12	chr12_internal	interchromosomal	8	8	1662	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chrX	internal	chr16	chr16_internal	interchromosomal	5	5	194	0.994845	0.005155
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chrX	internal	chr14	chr14_internal	interchromosomal	2	2	121	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chrX	internal	chr10	chr10_internal	interchromosomal	4	4	315	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chrX	internal	chr18	chr18_internal	interchromosomal	3	3	577	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chrX	internal	chr13	chr13_internal	interchromosomal	4	4	318	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chrX	internal	chr15	chr15_internal	interchromosomal	3	3	104	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chrX	internal	chr17	chr17_internal	interchromosomal	2	2	284	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chrX	internal	chr20	chr20_internal	interchromosomal	2	2	171	0.994152	0.005848
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chrX	internal	chr21	chr21_internal	interchromosomal	3	4	312	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chrX	internal	chr11	chr11_internal	interchromosomal	1	1	8	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr9	internal	chr21	chr21_internal	interchromosomal	2	2	20	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr9	internal	chr12	chr12_internal	interchromosomal	6	6	153	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr9	internal	chr22	chr22_internal	interchromosomal	3	3	44	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr9	internal	chr14	chr14_internal	interchromosomal	15	18	1147	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr9	internal	chr11	chr11_internal	interchromosomal	2	2	282	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr9	internal	chr13	chr13_internal	interchromosomal	2	2	332	0.993976	0.006024
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr9	internal	chr19	chr19_internal	interchromosomal	3	3	55	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr9	internal	chr10	chr10_internal	interchromosomal	2	2	481	0.997921	0.002079
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr9	internal	chr18	chr18_internal	interchromosomal	3	3	78	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr9	internal	chr15	chr15_internal	interchromosomal	4	4	192	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr9	internal	chr16	chr16_internal	interchromosomal	3	3	92	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr8	internal	chr17	chr17_internal	interchromosomal	1	1	119	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr8	internal	chr18	chr18_internal	interchromosomal	1	1	308	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr7	internal	chr12	chr12_internal	interchromosomal	8	8	238	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr7	internal	chr15	chr15_internal	interchromosomal	4	4	201	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr7	internal	chr13	chr13_internal	interchromosomal	5	5	332	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr7	internal	chr14	chr14_internal	interchromosomal	4	4	40	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr7	internal	chr16	chr16_internal	interchromosomal	7	7	148	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr7	internal	chr21	chr21_internal	interchromosomal	3	3	30	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr7	internal	chr17	chr17_internal	interchromosomal	1	1	11	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr7	internal	chr20	chr20_internal	interchromosomal	1	1	325	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr7	internal	chr19	chr19_internal	interchromosomal	1	1	3	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr7	internal	chr10	chr10_internal	interchromosomal	2	2	5	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr7	internal	chr11	chr11_internal	interchromosomal	2	2	153	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr7	internal	chr22	chr22_internal	interchromosomal	2	2	19	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr7	internal	chr18	chr18_internal	interchromosomal	1	1	10	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr6	internal	chr16	chr16_internal	interchromosomal	1	1	173	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr6	internal	chr11	chr11_internal	interchromosomal	1	1	317	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr5	internal	chr18	chr18_internal	interchromosomal	7	7	2304	0.998698	0.001302
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr5	internal	chr16	chr16_internal	interchromosomal	5	6	349	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr5	internal	chr12	chr12_internal	interchromosomal	6	6	105	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr5	internal	chr17	chr17_internal	interchromosomal	6	6	191	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr5	internal	chr14	chr14_internal	interchromosomal	4	4	273	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr5	internal	chr15	chr15_internal	interchromosomal	5	5	162	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr5	internal	chr19	chr19_internal	interchromosomal	10	10	10202	0.979521	0.020479
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr5	internal	chr13	chr13_internal	interchromosomal	3	3	254	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr5	internal	chr22	chr22_internal	interchromosomal	2	2	20	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr5	internal	chr10	chr10_internal	interchromosomal	1	1	3	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr5	internal	chr21	chr21_internal	interchromosomal	2	2	3081	0.999675	0.000325
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr5	internal	chr11	chr11_internal	interchromosomal	1	1	3	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr5	internal	chr20	chr20_internal	interchromosomal	2	2	3	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr4	internal	chr14	chr14_internal	interchromosomal	7	7	2033	0.832721	0.167279
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr4	internal	chr15	chr15_internal	interchromosomal	4	4	95	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr4	internal	chr11	chr11_internal	interchromosomal	5	5	275	1.000000	0.000000
sweepga_fastga_f32	filtered_one_to_one	PAN028mat_vs_PAN027_joint	chr4	internal	chr12	chr12_internal	interchromosomal	11	11	507	1.000000	0.000000
