event_id	pair	transmission	query_name	query_arm	query_sample	query_haplotype	query_haplotype_label	query_source_window_native_0based_half_open	local_query_start_0based	local_query_end_0based_exclusive	native_query_start_0based	native_query_end_0based_exclusive	native_query_interval_0based_half_open	segment_length_bp	target_name	target_arm	target_sample	target_haplotype	target_haplotype_label	target_source_window_native_0based_half_open	target_local_interval_0based_if_recovered	target_native_interval_0based_half_open_if_recovered	target_interval_recovery	raw_strict_paf_row_count	raw_strict_paf_query_coverage_check	strand	identity	jaccard	nb	interchromosomal	event_role	query_community	target_community	community_status	patch_pattern_annotation	overlaps_phr	has_phr	geometry_source	target_coordinate_source	annotation_source
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	63626	67349	75891	79614	chrX:75891-79614	3723	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	chrXp	PAN011	PAN011#1	haplotype1	chrX:3251-503251	55531-59229	chrX:58782-62480	direct_sweepga_1to1_noscaffold_paf	1	63626-67349	+	94.2083	0.915097	direct_1to1	0	same-chromosome context	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap1.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	67368	70500	79633	82765	chrX:79633-82765	3132	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	chrXp	PAN011	PAN011#1	haplotype1	chrX:3251-503251	58626-61730	chrX:61877-64981	direct_sweepga_1to1_noscaffold_paf	1	67368-70500	+	95.3194	0.935444	direct_1to1	0	same-chromosome context	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap1.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	70323	77912	82588	90177	chrX:82588-90177	7589	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	chrXp	PAN011	PAN011#1	haplotype1	chrX:3251-503251	61833-69413	chrX:65084-72664	direct_sweepga_1to1_noscaffold_paf	1	70323-77912	+	99.6442	0.994084	direct_1to1	0	same-chromosome context	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap1.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	77913	85652	90178	97917	chrX:90178-97917	7739	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	chrXp	PAN011	PAN011#1	haplotype1	chrX:3251-503251	69290-77029	chrX:72541-80280	direct_sweepga_1to1_noscaffold_paf	1	77913-85652	+	98.8635	0.978525	direct_1to1	0	same-chromosome context	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap1.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	83742	100804	96007	113069	chrX:96007-113069	17062	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	chrXp	PAN011	PAN011#1	haplotype1	chrX:3251-503251	75269-92329	chrX:78520-95580	direct_sweepga_1to1_noscaffold_paf	1	83742-100804	+	99.6661	0.994272	direct_1to1	0	same-chromosome context	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap1.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	100726	102922	112991	115187	chrX:112991-115187	2196	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	chrXp	PAN011	PAN011#1	haplotype1	chrX:3251-503251	92174-94382	chrX:95425-97633	direct_sweepga_1to1_noscaffold_paf	1	100726-102922	+	95.4729	0.936675	direct_1to1	0	same-chromosome context	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap1.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	108262	110878	120527	123143	chrX:120527-123143	2616	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	chrXp	PAN011	PAN011#1	haplotype1	chrX:3251-503251	93761-96359	chrX:97012-99610	direct_sweepga_1to1_noscaffold_paf	1	108262-110878	+	93.9291	0.9148	direct_1to1	0	same-chromosome context	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap1.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	110356	116034	122621	128299	chrX:122621-128299	5678	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	chrXp	PAN011	PAN011#1	haplotype1	chrX:3251-503251	95751-101434	chrX:99002-104685	direct_sweepga_1to1_noscaffold_paf	1	110356-116034	+	91.4483	0.875681	direct_1to1	0	same-chromosome context	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap1.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	115590	123524	127855	135789	chrX:127855-135789	7934	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	chrXp	PAN011	PAN011#1	haplotype1	chrX:3251-503251	99057-106918	chrX:102308-110169	direct_sweepga_1to1_noscaffold_paf	1	115590-123524	+	92.1827	0.901408	direct_1to1	0	same-chromosome context	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap1.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	134284	141908	146549	154173	chrX:146549-154173	7624	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	chrXp	PAN011	PAN011#1	haplotype1	chrX:3251-503251	101583-109172	chrX:104834-112423	direct_sweepga_1to1_noscaffold_paf	1	134284-141908	+	92.5589	0.904959	direct_1to1	0	same-chromosome context	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap1.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	141810	500000	154075	512265	chrX:154075-512265	358190	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	chrXp	PAN011	PAN011#1	haplotype1	chrX:3251-503251	109634-467844	chrX:112885-471095	direct_sweepga_1to1_noscaffold_paf	1	141810-500000	+	99.9897	0.999866	direct_1to1	0	same-chromosome context	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap1.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	143344	155041	155609	167306	chrX:155609-167306	11697	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	chrYp	PAN011	PAN011#2	haplotype2	chrY:5839-505839	143276-155017	chrY:149115-160856	direct_sweepga_1to1_noscaffold_paf	1	143344-155041	+	96.4958	0.95154	direct_1to1	1	PAR positive control	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap2.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	154278	155771	166543	168036	chrX:166543-168036	1493	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	chrYp	PAN011	PAN011#2	haplotype2	chrY:5839-505839	154215-155672	chrY:160054-161511	direct_sweepga_1to1_noscaffold_paf	1	154278-155771	+	89.8618	0.861199	direct_1to1	1	PAR positive control	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap2.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	155319	158204	167584	170469	chrX:167584-170469	2885	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	chrYp	PAN011	PAN011#2	haplotype2	chrY:5839-505839	155449-158329	chrY:161288-164168	direct_sweepga_1to1_noscaffold_paf	1	155319-158204	+	96.6839	0.943695	direct_1to1	1	PAR positive control	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap2.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	157274	180239	169539	192504	chrX:169539-192504	22965	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	chrYp	PAN011	PAN011#2	haplotype2	chrY:5839-505839	158074-180985	chrY:163913-186824	direct_sweepga_1to1_noscaffold_paf	1	157274-180239	+	98.0156	0.968674	direct_1to1	1	PAR positive control	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap2.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	179912	222114	192177	234379	chrX:192177-234379	42202	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	chrYp	PAN011	PAN011#2	haplotype2	chrY:5839-505839	181647-223835	chrY:187486-229674	direct_sweepga_1to1_noscaffold_paf	1	179912-222114	+	99.4436	0.990941	direct_1to1	1	PAR positive control	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap2.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	220264	230825	232529	243090	chrX:232529-243090	10561	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	chrYp	PAN011	PAN011#2	haplotype2	chrY:5839-505839	221460-231955	chrY:227299-237794	direct_sweepga_1to1_noscaffold_paf	1	220264-230825	+	97.5997	0.962714	direct_1to1	1	PAR positive control	not_available	not_available	not_available	not_available	not_available	not_available	direct sweepGA filtered PAF; filter_id=one_one_noscaffold; --num-mappings 1:1 --scaffold-jump 0	paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap2.one_one_noscaffold.paf.gz	paper_prep/_brainstorming/fig5_synteny_recombination_schematic/selected_segments.tsv for optional community/PHR labels by event_id,target_arm,event_role only; geometry is direct PAF-native
