event_id	pair	event_role	query_name	query_local_interval	expected_target_name	expected_target_haplotype	expected_target_arm	direct_support	direct_file	direct_filter_id	direct_target_name	direct_target_haplotype	direct_target_arm	direct_query_interval	overlap_bp	identity	aln_length	evidence_source_recommendation
PAR1_XY_positive_control	PAN027_vs_PAN011	PAR positive control	PAN027#2#chrX.paternal:12265-512264_chrX_parm	0-143598	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	PAN011#2	chrYp	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	PAN011#2	chrYp	0-144130	143598	0.999064	144157	direct_sweepga_can_be_primary_for_segment
PAR1_XY_positive_control	PAN027_vs_PAN011	same-chromosome context	PAN027#2#chrX.paternal:12265-512264_chrX_parm	143598-189599	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	PAN011#1	chrXp	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap1.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	PAN011#1	chrXp	141810-500000	46001	0.999897	358213	direct_sweepga_can_be_primary_for_segment
PAR1_XY_positive_control	PAN027_vs_PAN011	PAR positive control	PAN027#2#chrX.paternal:12265-512264_chrX_parm	189599-194850	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	PAN011#2	chrYp	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	PAN011#2	chrYp	179912-222114	5251	0.994436	42238	direct_sweepga_can_be_primary_for_segment
PAR1_XY_positive_control	PAN027_vs_PAN011	same-chromosome context	PAN027#2#chrX.paternal:12265-512264_chrX_parm	194850-329647	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	PAN011#1	chrXp	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap1.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	PAN011#1	chrXp	141810-500000	134797	0.999897	358213	direct_sweepga_can_be_primary_for_segment
PAR1_XY_positive_control	PAN027_vs_PAN011	PAR positive control	PAN027#2#chrX.paternal:12265-512264_chrX_parm	329647-331671	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	PAN011#2	chrYp	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	PAN011#2	chrYp	318503-346926	2024	0.988961	28536	direct_sweepga_can_be_primary_for_segment
PAR1_XY_positive_control	PAN027_vs_PAN011	same-chromosome context	PAN027#2#chrX.paternal:12265-512264_chrX_parm	331671-499675	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	PAN011#1	chrXp	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN027pat_vs_PAN011_hap1.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	PAN011#1	chrXp	141810-500000	168004	0.999897	358213	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	same-chromosome context	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	0-4657	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	515-49569	4142	0.997331	49085	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	same-chromosome context	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	4657-49638	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	PAN027#1	chr9q	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap1.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	PAN027#1	chr9q	4657-185032	44981	0.998172	180518	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	same-chromosome context	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	49638-197455	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	48888-198237	147817	0.997972	149423	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	same-chromosome context	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	197455-210534	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	PAN027#1	chr9q	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap1.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	PAN027#1	chr9q	199232-216060	11302	0.993590	16849	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	same-chromosome context	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	210534-218715	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	199232-249377	8181	0.995200	50212	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	same-chromosome context	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	218715-247217	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	PAN027#1	chr9q	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap1.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	PAN027#1	chr9q	215645-250207	28502	0.993816	34608	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	same-chromosome context	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	247217-248621	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	199232-249377	1404	0.995200	50212	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	same-chromosome context	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	248621-274489	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	PAN027#1	chr9q	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap1.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	PAN027#1	chr9q	250102-301922	24387	0.996566	51833	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	same-chromosome context	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	274489-327185	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	249237-353139	52696	0.997941	103956	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	same-chromosome context	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	327185-328203	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	PAN027#1	chr9q	discordant_target	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap1.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#1#chr16.maternal:91085525-91585524_chr16_qarm	PAN027#1	chr16q	284828-346715	1018	0.994994	61931	keep_graph_primary_pending_manual_review
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	side fragment	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	328203-329410	PAN027#2#chr16.paternal:89997300-90497299_chr16_qarm	PAN027#2	chr16q	discordant_target	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	249237-353139	1207	0.997941	103956	keep_graph_primary_pending_manual_review
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	primary donor	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	329410-331445	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	PAN027#1	chr3q	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap1.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	PAN027#1	chr3q	328851-352850	2035	0.994258	24033	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	same-chromosome context	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	331445-351187	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	249237-353139	19742	0.997941	103956	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	primary donor	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	351187-352192	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	discordant_target	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	249237-353139	1005	0.997941	103956	keep_graph_primary_pending_manual_review
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	primary donor	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	352192-366750	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	PAN027#1	chr3q	inconclusive_partial_overlap	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap1.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	PAN027#1	chr3q	351515-353139	947	0.988937	1627	inconclusive_keep_graph_primary
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	primary donor	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	366750-368176	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	discordant_target	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	351124-499405	1426	0.997359	148411	keep_graph_primary_pending_manual_review
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	same-chromosome context	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	368176-376481	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	351124-499405	8305	0.997359	148411	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	primary donor	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	376481-379107	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	PAN027#1	chr3q	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap1.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	PAN027#1	chr3q	368262-478008	2626	0.998179	109813	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	same-chromosome context	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	379107-472213	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	agree	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	351124-499405	93106	0.997359	148411	direct_sweepga_can_be_primary_for_segment
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	primary donor	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	472213-475780	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	discordant_target	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	351124-499405	3567	0.997359	148411	keep_graph_primary_pending_manual_review
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	side fragment	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	475780-490946	PAN027#2#chr15.paternal:98308884-98808883_chr15_qarm	PAN027#2	chr15q	discordant_target	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap2.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	PAN027#2	chr9q	351124-499405	15166	0.997359	148411	keep_graph_primary_pending_manual_review
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	primary donor	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	490946-499901	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	PAN027#1	chr3q	discordant_target	/moosefs/erikg/phrs/.wg-worktrees/agent-2594/paper_prep/_brainstorming/pedigree_direct_sweepga_concordance/filtered_paf/PAN028mat_vs_PAN027_hap1.four_many_noscaffold.paf.gz	four_many_noscaffold	PAN027#1#chr19.maternal:8123-508122_chr19_parm	PAN027#1	chr19p	443389-500000	8955	0.990730	56743	keep_graph_primary_pending_manual_review
