event_id	comparison_id	filter_mode	filter_label	chop_length_bp	query_name	window_start_abs	window_end_abs	target_chrom	overlap_rows	sum_overlap_bp	query_union_bp	paf_path
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_ani	50kb scaffold/merge ANI	2000	PAN027#2#chr9	135704825	136204825	chr19	19	38000	38000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.scaffold50k_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_ani	50kb scaffold/merge ANI	2000	PAN027#2#chr9	135704825	136204825	chr1	16	32000	32000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.scaffold50k_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	2000	PAN027#2#chr9	135704825	136204825	chr9	265	529071	445071	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.scaffold50k_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	2000	PAN027#2#chr9	135704825	136204825	chr16	2	4000	4000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.scaffold50k_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	2000	PAN027#2#chr9	135704825	136204825	chr3	39	76715	66277	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.scaffold50k_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	2000	PAN027#2#chr9	135704825	136204825	chr19	19	38000	38000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.scaffold50k_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	2000	PAN027#2#chr9	135704825	136204825	chr1	16	32000	32000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.scaffold50k_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	5000	PAN027#2#chr9	135704825	136204825	chr9	96	475071	440071	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.no_merge_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	5000	PAN027#2#chr9	135704825	136204825	chr19	6	30000	30000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.no_merge_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	5000	PAN027#2#chr9	135704825	136204825	chr3	6	30000	27219	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.no_merge_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	5000	PAN027#2#chr9	135704825	136204825	chr1	7	35000	35000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.no_merge_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_log_length_ani	no-merge log-length-ANI	5000	PAN027#2#chr9	135704825	136204825	chr9	96	475071	440071	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.no_merge_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_log_length_ani	no-merge log-length-ANI	5000	PAN027#2#chr9	135704825	136204825	chr19	6	30000	30000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.no_merge_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_log_length_ani	no-merge log-length-ANI	5000	PAN027#2#chr9	135704825	136204825	chr3	6	30000	27219	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.no_merge_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_log_length_ani	no-merge log-length-ANI	5000	PAN027#2#chr9	135704825	136204825	chr1	7	35000	35000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.no_merge_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_ani	50kb scaffold/merge ANI	5000	PAN027#2#chr9	135704825	136204825	chr9	96	475071	440071	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.scaffold50k_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_ani	50kb scaffold/merge ANI	5000	PAN027#2#chr9	135704825	136204825	chr19	6	30000	30000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.scaffold50k_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_ani	50kb scaffold/merge ANI	5000	PAN027#2#chr9	135704825	136204825	chr3	6	25715	25612	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.scaffold50k_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_ani	50kb scaffold/merge ANI	5000	PAN027#2#chr9	135704825	136204825	chr1	7	35000	35000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.scaffold50k_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	5000	PAN027#2#chr9	135704825	136204825	chr9	96	475071	440071	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.scaffold50k_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	5000	PAN027#2#chr9	135704825	136204825	chr19	6	30000	30000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.scaffold50k_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	5000	PAN027#2#chr9	135704825	136204825	chr3	6	25715	25612	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.scaffold50k_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	5000	PAN027#2#chr9	135704825	136204825	chr1	7	35000	35000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l5000.scaffold50k_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	10000	PAN027#2#chr9	135704825	136204825	chr9	45	445071	435071	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.no_merge_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	10000	PAN027#2#chr9	135704825	136204825	chr19	3	30000	30000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.no_merge_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	10000	PAN027#2#chr9	135704825	136204825	chr3	1	10000	10000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.no_merge_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	10000	PAN027#2#chr9	135704825	136204825	chr1	3	30000	30000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.no_merge_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_log_length_ani	no-merge log-length-ANI	10000	PAN027#2#chr9	135704825	136204825	chr9	45	445071	435071	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.no_merge_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_log_length_ani	no-merge log-length-ANI	10000	PAN027#2#chr9	135704825	136204825	chr19	3	30000	30000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.no_merge_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_log_length_ani	no-merge log-length-ANI	10000	PAN027#2#chr9	135704825	136204825	chr3	1	10000	10000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.no_merge_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_log_length_ani	no-merge log-length-ANI	10000	PAN027#2#chr9	135704825	136204825	chr1	4	39499	39499	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.no_merge_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_ani	50kb scaffold/merge ANI	10000	PAN027#2#chr9	135704825	136204825	chr9	45	445071	435071	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.scaffold50k_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_ani	50kb scaffold/merge ANI	10000	PAN027#2#chr9	135704825	136204825	chr19	3	30000	30000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.scaffold50k_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_ani	50kb scaffold/merge ANI	10000	PAN027#2#chr9	135704825	136204825	chr3	2	10715	10715	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.scaffold50k_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_ani	50kb scaffold/merge ANI	10000	PAN027#2#chr9	135704825	136204825	chr1	3	30000	30000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.scaffold50k_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	10000	PAN027#2#chr9	135704825	136204825	chr9	45	445071	435071	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.scaffold50k_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	10000	PAN027#2#chr9	135704825	136204825	chr19	3	30000	30000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.scaffold50k_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	10000	PAN027#2#chr9	135704825	136204825	chr3	2	10715	10715	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.scaffold50k_log_length_ani.paf.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	10000	PAN027#2#chr9	135704825	136204825	chr1	4	39499	39499	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l10000.scaffold50k_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_ani	no-merge ANI	2000	PAN028#1#chr9	134380985	134880985	chr9	249	496714	414071	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.no_merge_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_ani	no-merge ANI	2000	PAN028#1#chr9	134380985	134880985	chr18	1	2000	2000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.no_merge_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_ani	no-merge ANI	2000	PAN028#1#chr9	134380985	134880985	chr3	25	48009	43121	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.no_merge_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_ani	no-merge ANI	2000	PAN028#1#chr9	134380985	134880985	chr16	11	22000	22000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.no_merge_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_ani	no-merge ANI	2000	PAN028#1#chr9	134380985	134880985	chr12	1	1271	1271	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.no_merge_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_log_length_ani	no-merge log-length-ANI	2000	PAN028#1#chr9	134380985	134880985	chr9	255	508614	422919	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.no_merge_log_length_ani.paf.gz
