event_id	comparison_id	filter_mode	filter_label	chop_length_bp	query_name	query_chrom	window_start_abs	window_end_abs	query_start_abs	query_end_abs	window_overlap_bp	target_name	target_chrom	target_start	target_end	strand	matches	alignment_length	identity	expected_target_chroms	is_expected_target	filtered_paf	filtered_paf_line
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135729896	135731896	2000	PAN011#joint#h2_chr9	chr9	133263936	133265936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011531
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135731896	135733896	2000	PAN011#joint#h2_chr9	chr9	133265936	133267936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011532
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135733896	135735896	2000	PAN011#joint#h2_chr9	chr9	133267936	133269936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011533
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135735896	135737896	2000	PAN011#joint#h2_chr9	chr9	133269936	133271936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011534
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135737896	135739896	2000	PAN011#joint#h2_chr9	chr9	133271936	133273936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011535
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135739896	135741896	2000	PAN011#joint#h2_chr9	chr9	133273936	133275936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011536
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135741896	135743896	2000	PAN011#joint#h2_chr9	chr9	133275936	133277936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011537
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135743896	135745896	2000	PAN011#joint#h2_chr9	chr9	133277936	133279936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011538
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135745896	135747896	2000	PAN011#joint#h2_chr9	chr9	133279936	133281936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011539
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135747896	135749896	2000	PAN011#joint#h2_chr9	chr9	133281936	133283936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011540
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135749896	135751896	2000	PAN011#joint#h2_chr9	chr9	133283936	133285936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011541
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135751896	135753896	2000	PAN011#joint#h2_chr9	chr9	133285936	133287936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011542
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135753896	135755896	2000	PAN011#joint#h2_chr9	chr9	133287936	133289936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011543
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135755896	135757896	2000	PAN011#joint#h2_chr9	chr9	133289936	133291936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011544
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135757896	135759896	2000	PAN011#joint#h2_chr9	chr9	133291936	133293936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011545
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135759896	135761896	2000	PAN011#joint#h2_chr9	chr9	133293936	133295936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011546
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135761896	135763896	2000	PAN011#joint#h2_chr9	chr9	133295936	133297936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011547
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135763896	135765896	2000	PAN011#joint#h2_chr9	chr9	133297936	133299936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011548
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135765896	135767896	2000	PAN011#joint#h2_chr9	chr9	133299936	133301936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011549
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135767896	135769896	2000	PAN011#joint#h2_chr9	chr9	133301936	133303936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011550
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135769896	135771896	2000	PAN011#joint#h2_chr9	chr9	133303936	133305936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011551
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135771896	135773896	2000	PAN011#joint#h2_chr9	chr9	133305936	133307936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011552
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135773896	135775896	2000	PAN011#joint#h2_chr9	chr9	133307936	133309936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011553
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135775896	135777896	2000	PAN011#joint#h2_chr9	chr9	133309936	133311936	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011554
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135777896	135779896	2000	PAN011#joint#h2_chr9	chr9	133311936	133313937	+	2000	2001	0.999500	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011555
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135779896	135781896	2000	PAN011#joint#h2_chr9	chr9	133313937	133315937	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011556
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135781896	135783896	2000	PAN011#joint#h2_chr9	chr9	133315937	133317937	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011557
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135783896	135785896	2000	PAN011#joint#h2_chr9	chr9	133317937	133319937	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011558
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135785896	135787896	2000	PAN011#joint#h2_chr9	chr9	133319937	133321937	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011559
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135787896	135789896	2000	PAN011#joint#h2_chr9	chr9	133321937	133323937	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011560
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135789896	135791896	2000	PAN011#joint#h2_chr9	chr9	133323937	133325937	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011561
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135791896	135793896	2000	PAN011#joint#h2_chr9	chr9	133325937	133327937	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011562
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135793896	135795896	2000	PAN011#joint#h2_chr9	chr9	133327937	133329937	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011563
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135795896	135797896	2000	PAN011#joint#h2_chr9	chr9	133329937	133331937	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011564
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135797896	135799896	2000	PAN011#joint#h2_chr9	chr9	133331937	133333937	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011565
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135799896	135801896	2000	PAN011#joint#h2_chr9	chr9	133333937	133335937	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011566
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135801896	135803896	2000	PAN011#joint#h2_chr9	chr9	133335937	133337937	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011567
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135803896	135805896	2000	PAN011#joint#h2_chr9	chr9	133337937	133339937	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011568
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	no_merge_ani	no-merge ANI	2000	PAN027#2#chr9	chr9	135704825	136204825	135805896	135807896	2000	PAN011#joint#h2_chr9	chr9	133339937	133341937	+	2000	2000	1.000000	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN027pat_vs_PAN011_joint.l2000.no_merge_ani.paf.gz	1011569
