candidate_id	comparison_id	layer	paf_path	query_name	query_start	query_end	target_chrom	overlap_rows	sum_overlap_bp	query_union_bp	emits_chr3_target
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN027pat_vs_PAN011_joint.chopped_l10000_o0.paf.gz	PAN027#2#chr9	135704825	136204825	chr19	50	361598	194626	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN027pat_vs_PAN011_joint.chopped_l10000_o0.paf.gz	PAN027#2#chr9	135704825	136204825	chr2	18	92654	44094	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN027pat_vs_PAN011_joint.chopped_l10000_o0.paf.gz	PAN027#2#chr9	135704825	136204825	chr20	71	356128	123597	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN027pat_vs_PAN011_joint.chopped_l10000_o0.paf.gz	PAN027#2#chr9	135704825	136204825	chr21	6	25194	12597	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN027pat_vs_PAN011_joint.chopped_l10000_o0.paf.gz	PAN027#2#chr9	135704825	136204825	chr22	30	90076	25624	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN027pat_vs_PAN011_joint.chopped_l10000_o0.paf.gz	PAN027#2#chr9	135704825	136204825	chr3	79	536932	261767	yes
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN027pat_vs_PAN011_joint.chopped_l10000_o0.paf.gz	PAN027#2#chr9	135704825	136204825	chr4	21	53266	28933	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN027pat_vs_PAN011_joint.chopped_l10000_o0.paf.gz	PAN027#2#chr9	135704825	136204825	chr5	31	220777	112653	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN027pat_vs_PAN011_joint.chopped_l10000_o0.paf.gz	PAN027#2#chr9	135704825	136204825	chr6	34	252241	106329	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN027pat_vs_PAN011_joint.chopped_l10000_o0.paf.gz	PAN027#2#chr9	135704825	136204825	chr7	68	394926	190263	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN027pat_vs_PAN011_joint.chopped_l10000_o0.paf.gz	PAN027#2#chr9	135704825	136204825	chr8	29	160211	80377	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN027pat_vs_PAN011_joint.chopped_l10000_o0.paf.gz	PAN027#2#chr9	135704825	136204825	chr9	116	966422	500000	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN027pat_vs_PAN011_joint.chopped_l10000_o0.paf.gz	PAN027#2#chr9	135704825	136204825	chrX	7	22253	21405	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN027pat_vs_PAN011_joint.chopped_l10000_o0.paf.gz	PAN027#2#chr9	135704825	136204825	chrY	19	79523	48018	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.four_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr1	13	110425	109962	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.four_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr10	5	49520	29520	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.four_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr11	3	29981	29981	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.four_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr15	1	4545	4545	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.four_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr16	11	105575	75575	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.four_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr18	5	34163	19262	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.four_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr19	13	130000	130000	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.four_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr3	27	244914	184498	yes
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.four_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr5	1	10000	10000	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.four_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr6	1	10000	10000	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.four_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr7	5	49812	49812	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.four_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr8	5	12913	10795	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.four_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr9	82	779915	495071	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr1	120	634524	221851	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr10	38	186283	92228	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr11	51	358073	207586	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr12	32	134055	56774	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr13	3	12597	12597	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr14	30	82259	21344	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr15	44	292684	137174	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr16	59	346415	200729	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr17	12	45246	16983	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr18	39	148410	70829	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr19	50	361598	194626	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr2	18	92654	44094	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr20	71	356128	123597	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr21	6	25194	12597	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr22	30	90076	25624	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr3	79	536932	261767	yes
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr4	21	53266	28933	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr5	31	220777	112653	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr6	34	252241	106329	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr7	68	394926	190263	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr8	29	160211	80377	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chr9	116	966422	500000	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chrX	7	22253	21405	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN027pat_vs_PAN011_joint.many_many_chopped.paf.gz	PAN027#2#chr9	135704825	136204825	chrY	19	79523	48018	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr1	84	634524	221851	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr10	30	186283	92228	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr11	28	358073	207586	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr12	28	134055	56774	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr13	3	12597	12597	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr14	30	82259	21344	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr15	26	292684	137174	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr16	36	346415	200729	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr17	12	45246	16983	no
