method_id	method_family	method_label	comparison_id	comparison_label	fastga_frequency	chop_length_bp	filter_id	chunk_mode	scoring	query_arm_proxy	target_arm_proxy	query_chrom	target_chrom	support_bp	row_count	mean_identity	interchromosomal
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr11q	chr11p	chr11	chr11	54039	28	0.999981	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr11q	chr11q	chr11	chr11	67224000	33612	0.999992	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr12p	chr12p	chr12	chr12	67396045	33701	0.999989	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr12p	chr3q	chr12	chr3	2000	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr12p	chr4q	chr12	chr4	19	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr12q	chr12p	chr12	chr12	640000	320	0.999998	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr12q	chr12q	chr12	chr12	66759943	33381	0.999986	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr12q	chr7q	chr12	chr7	113	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr13p	chr13p	chr13	chr13	53370626	26691	0.999272	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr13p	chr14p	chr13	chr14	105	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr13p	chr15p	chr13	chr15	2000	1	0.999500	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr13p	chr16q	chr13	chr16	1935	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr13p	chr2p	chr13	chr2	412	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr13p	chrXq	chr13	chrX	224	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr13q	chr13p	chr13	chr13	844000	422	0.999989	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr13q	chr13q	chr13	chr13	53846148	26926	0.999991	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr14p	chr13p	chr14	chr13	18362	12	0.995544	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr14p	chr14p	chr14	chr14	47797760	23901	0.999993	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr14p	chr14q	chr14	chr14	1376000	688	0.999991	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr14p	chr15p	chr14	chr15	2000	1	0.999500	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr14p	chr21p	chr14	chr21	8000	4	0.998502	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr14p	chr22p	chr14	chr22	4000	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr14p	chr8q	chr14	chr8	2000	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr14q	chr14q	chr14	chr14	50171132	25088	0.999987	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr14q	chr5q	chr14	chr5	24	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr15p	chr13p	chr15	chr13	2000	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr15p	chr14p	chr15	chr14	16439	9	0.998967	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr15p	chr15p	chr15	chr15	47383628	23692	0.999982	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr15p	chr15q	chr15	chr15	1040000	520	0.999989	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr15p	chr16q	chr15	chr16	2	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr15p	chr21p	chr15	chr21	4000	2	0.999750	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr15p	chr22p	chr15	chr22	79	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr15q	chr15q	chr15	chr15	48892310	24449	0.999974	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr15q	chr20p	chr15	chr20	8	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr15q	chr4q	chr15	chr4	104	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr16p	chr16p	chr16	chr16	43367495	21692	0.999982	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr16p	chr16q	chr16	chr16	138000	69	0.995588	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr16p	chr3q	chr16	chr3	2000	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr16p	chrXp	chr16	chrX	63	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr16q	chr10q	chr16	chr10	1206	1	0.999171	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr16q	chr16p	chr16	chr16	30306	16	1.000000	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr16q	chr16q	chr16	chr16	45455550	22774	0.999035	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr16q	chr1q	chr16	chr1	499	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr16q	chr2q	chr16	chr2	87	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr16q	chr3p	chr16	chr3	2	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr17p	chr17p	chr17	chr17	41708939	20856	0.999932	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr17p	chr20q	chr17	chr20	134	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr17q	chr17p	chr17	chr17	2000	1	1.000000	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr17q	chr17q	chr17	chr17	42080636	21042	0.999982	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr18p	chr18p	chr18	chr18	40412515	20209	0.999987	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr18q	chr18p	chr18	chr18	94000	47	1.000000	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr18q	chr18q	chr18	chr18	40402239	20202	0.999983	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr18q	chr3q	chr18	chr3	136	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr19p	chr12q	chr19	chr12	232	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr19p	chr19p	chr19	chr19	30774530	15391	0.999942	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr19p	chr19q	chr19	chr19	58000	29	0.999983	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr19p	chr1q	chr19	chr1	1217	1	0.999179	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr19q	chr11p	chr19	chr11	196	2	0.989796	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr19q	chr14p	chr19	chr14	31	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr19q	chr17p	chr19	chr17	63	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr19q	chr19q	chr19	chr19	30748297	15478	0.998221	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr19q	chr20p	chr19	chr20	10	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr19q	chr21q	chr19	chr21	9	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr19q	chr2q	chr19	chr2	17	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr19q	chr7p	chr19	chr7	2000	1	0.999000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr19q	chrXp	chr19	chrX	953	2	0.977037	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr1p	chr15q	chr1	chr15	2000	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr1p	chr1p	chr1	chr1	122897327	61454	0.999987	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr1p	chr1q	chr1	chr1	452000	226	1.000000	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr1p	chr5q	chr1	chr5	2000	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr1p	chr6q	chr1	chr6	2000	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr1q	chr16q	chr1	chr16	22	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr1q	chr19q	chr1	chr19	74	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr1q	chr1q	chr1	chr1	119101444	59559	0.999974	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr1q	chr9p	chr1	chr9	2000	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr1q	chrXp	chr1	chrX	29	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr20p	chr13p	chr20	chr13	235	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr20p	chr20p	chr20	chr20	33039551	16522	0.999987	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr20p	chr21q	chr20	chr21	2000	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr20p	chr4p	chr20	chr4	53	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr20q	chr17p	chr20	chr17	134	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr20q	chr20p	chr20	chr20	20000	10	1.000000	no
sweepga_fastga_f16_l2000_PAN027mat_vs_PAN010_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN027mat_vs_PAN010_joint	PAN027mat_vs_PAN010	16	2000	one_to_one_ani_o0	query-grid	ani	chr20q	chr20q	chr20	chr20	33072460	16537	0.999985	no
