paf_path	run_label	comparison_id	parameter_set	target_chrom	rows	total_rows
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027mat_vs_PAN010_joint	literal_p95	chr20	1456	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027mat_vs_PAN010_joint	literal_p95	chr21	937	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027mat_vs_PAN010_joint	literal_p95	chr22	1062	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027mat_vs_PAN010_joint	literal_p95	chr3	4479	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027mat_vs_PAN010_joint	literal_p95	chr4	4269	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027mat_vs_PAN010_joint	literal_p95	chr5	3973	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027mat_vs_PAN010_joint	literal_p95	chr6	3773	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027mat_vs_PAN010_joint	literal_p95	chr7	3591	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027mat_vs_PAN010_joint	literal_p95	chr8	3169	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027mat_vs_PAN010_joint	literal_p95	chr9	2807	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027mat_vs_PAN010_joint	literal_p95	chrX	3532	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr1	5529	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr10	2976	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr11	2983	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr12	2990	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr13	2349	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr14	2212	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr15	2155	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr16	1970	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr17	1874	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr18	1818	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr19	1449	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr2	5338	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr20	1467	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr21	955	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr22	1076	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr3	4485	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr4	4218	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr5	3975	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr6	3845	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr7	3608	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr8	3182	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chr9	2963	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chrX	3161	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN027pat_vs_PAN011_joint	literal_p95	chrY	13	66591
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr1	7348	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr10	2965	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr11	3149	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr12	3767	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr13	2677	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr14	3037	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr15	2848	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr16	1998	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr17	1845	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr18	2386	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr19	1422	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr2	5408	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr20	1456	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr21	1118	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr22	1483	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr3	5765	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr4	5551	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr5	5245	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr6	3743	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr7	4653	79730
/moosefs/erikg/phrs/.wg-worktrees/agent-2636/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95_updated_bin/raw_paf/updated_bin_v0.24.2-12-ge040aa10/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2-12-ge040aa10.paf.gz	updated_bin_v0.24.2-12-ge040aa10	PAN028mat_vs_PAN027_joint	literal_p95	chr8	3162	79730
