paf_path	run_label	comparison_id	parameter_set	target_chrom	rows	total_rows
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027mat_vs_PAN010_joint	literal_p95	chr3	4479	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027mat_vs_PAN010_joint	literal_p95	chr4	4269	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027mat_vs_PAN010_joint	literal_p95	chr5	3973	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027mat_vs_PAN010_joint	literal_p95	chr6	3773	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027mat_vs_PAN010_joint	literal_p95	chr7	3591	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027mat_vs_PAN010_joint	literal_p95	chr8	3169	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027mat_vs_PAN010_joint	literal_p95	chr9	2807	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027mat_vs_PAN010_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027mat_vs_PAN010_joint	literal_p95	chrX	3532	66634
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr1	5529	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr10	2976	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr11	2983	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr12	2990	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr13	2349	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr14	2212	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr15	2155	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr16	1970	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr17	1874	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr18	1818	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr19	1449	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr2	5339	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr20	1467	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr21	955	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr22	1076	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr3	4485	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr4	4218	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr5	3975	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr6	3845	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr7	3608	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr8	3182	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chr9	2963	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chrX	3161	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN027pat_vs_PAN011_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN027pat_vs_PAN011_joint	literal_p95	chrY	13	66592
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr1	7349	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr10	2965	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr11	3149	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr12	3767	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr13	2677	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr14	3037	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr15	2848	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr16	1998	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr17	1844	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr18	2386	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr19	1422	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr2	5408	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr20	1456	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr21	1118	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr22	1482	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr3	5765	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr4	5552	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr5	5245	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr6	3743	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr7	4653	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr8	3162	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chr9	4276	79733
/moosefs/erikg/phrs/.wg-worktrees/agent-2630/paper_prep/_brainstorming/pedigree_whole_genome_wfmash_p95/raw_paf/current_v0.24.2/PAN028mat_vs_PAN027_joint.literal_p95.wfmash-v0.24.2.paf.gz	current_v0.24.2	PAN028mat_vs_PAN027_joint	literal_p95	chrX	4431	79733
