event_id	event_label	comparison_id	query_name	window_start	window_end	cell_id	source_kind	scaffold_jump	min_aln_length	scoring	num_mappings	scaffold_mass	overlap	query_start	query_end	query_clip_start	query_clip_end	window_overlap_bp	target_name	target_chrom	target_start	target_end	strand	matches	alignment_length	identity	expected_target_chroms	is_expected_target	paf_path	paf_line
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135815747	135816135	135815747	135816135	388	PAN011#joint#h2_chr9	chr9	132342297	132342680	-	361	388	0.930412	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323205
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867018	135868097	135867018	135868097	1079	PAN011#joint#h1_chrX	chrX	73808945	73810046	+	977	1111	0.879388	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323206
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867019	135868097	135867019	135868097	1078	PAN011#joint#h1_chr18	chr18	49713008	49714057	-	946	1088	0.869485	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323207
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867019	135868104	135867019	135868104	1085	PAN011#joint#h2_chr18	chr18	49376516	49377572	-	952	1095	0.869406	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323208
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867021	135868105	135867021	135868105	1084	PAN011#joint#h1_chr2	chr2	192027933	192029011	-	993	1087	0.913523	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323209
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867021	135868105	135867021	135868105	1084	PAN011#joint#h2_chr2	chr2	195241081	195242159	-	993	1087	0.913523	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323210
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867025	135868104	135867025	135868104	1079	PAN011#joint#h1_chr2	chr2	171552145	171553222	-	991	1083	0.915051	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323211
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867025	135868109	135867025	135868109	1084	PAN011#joint#h1_chr8	chr8	54176633	54177714	-	1007	1087	0.926403	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323212
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867025	135868104	135867025	135868104	1079	PAN011#joint#h2_chr2	chr2	174762512	174763589	-	990	1083	0.914127	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323213
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867025	135868109	135867025	135868109	1084	PAN011#joint#h2_chr8	chr8	53552739	53553820	-	1004	1087	0.923643	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323214
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867025	135867958	135867025	135867958	933	PAN011#joint#h1_chr5	chr5	137882063	137882988	+	852	938	0.908316	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323215
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867025	135867958	135867025	135867958	933	PAN011#joint#h2_chr5	chr5	134714159	134715084	+	853	938	0.909382	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323216
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867026	135868097	135867026	135868097	1071	PAN011#joint#h1_chr7	chr7	64264616	64265684	+	973	1078	0.902597	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323217
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867026	135868097	135867026	135868097	1071	PAN011#joint#h2_chr7	chr7	65990415	65991483	+	973	1078	0.902597	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323218
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867028	135867958	135867028	135867958	930	PAN011#joint#h1_chr6	chr6	52185034	52185964	+	853	934	0.913276	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323219
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867028	135867958	135867028	135867958	930	PAN011#joint#h2_chr6	chr6	52255756	52256686	+	853	934	0.913276	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323220
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867030	135868104	135867030	135868104	1074	PAN011#joint#h1_chr2	chr2	39804504	39805581	+	988	1082	0.913124	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323221
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135867030	135868104	135867030	135868104	1074	PAN011#joint#h2_chr2	chr2	39871436	39872513	+	988	1082	0.913124	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323222
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135900226	135902320	135900226	135902320	2094	PAN011#joint#h1_chr18	chr18	91032	93123	-	2070	2095	0.988067	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323223
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135900226	135902018	135900226	135902018	1792	PAN011#joint#h2_chr18	chr18	91591	93379	-	1766	1792	0.985491	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323224
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135900393	135901054	135900393	135901054	661	PAN011#joint#h1_chr17	chr17	44462	45110	-	559	678	0.824484	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323225
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135900393	135901054	135900393	135901054	661	PAN011#joint#h2_chr17	chr17	35287	35935	-	559	678	0.824484	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323226
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135901858	135907068	135901858	135907068	5210	PAN011#joint#h1_chr18	chr18	86669	91918	-	5077	5262	0.964842	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323227
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135902040	135920496	135902040	135920496	18456	PAN011#joint#h1_chr9	chr9	135874098	135892546	+	18349	18482	0.992804	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323228
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135902160	135907068	135902160	135907068	4908	PAN011#joint#h2_chr18	chr18	87227	92174	-	4776	4959	0.963097	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323229
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135907193	135918903	135907193	135918903	11710	PAN011#joint#h2_chr18	chr18	75814	87522	-	11455	11759	0.974147	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323230
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135907200	135918901	135907200	135918901	11701	PAN011#joint#h1_chr18	chr18	75257	86961	-	11441	11750	0.973702	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323231
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135908669	135909648	135908669	135909648	979	PAN011#joint#h1_chr9	chr9	134500605	134501589	-	916	993	0.922457	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323232
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135908669	135909648	135908669	135909648	979	PAN011#joint#h2_chr9	chr9	132083257	132084241	-	914	993	0.920443	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323233
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135908682	135909648	135908682	135909648	966	PAN011#joint#h1_chr9	chr9	134509253	134510224	-	908	972	0.934156	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323234
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135908682	135909648	135908682	135909648	966	PAN011#joint#h2_chr9	chr9	132091741	132092712	-	907	972	0.933128	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323235
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135908778	135909641	135908778	135909641	863	PAN011#joint#h1_chr9	chr9	134844202	134845063	+	768	887	0.865840	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323236
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135909654	135911531	135909654	135911531	1877	PAN011#joint#h1_chr16	chr16	32709	34592	-	1680	1908	0.880503	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323237
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135909654	135911531	135909654	135911531	1877	PAN011#joint#h2_chr16	chr16	34371	36254	-	1680	1908	0.880503	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323238
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135910205	135913944	135910205	135913944	3739	PAN011#joint#h1_chrX	chrX	154017630	154021346	+	3316	3805	0.871485	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323239
PAN027_chr9q_chr3q_PHR_candidate	PAN027 chr9q->chr3q	PAN027pat_vs_PAN011_joint	PAN027#2#chr9	135704825	136204825	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	135910205	135913944	135910205	135913944	3739	PAN011#joint#h2_chrY	chrY	47176364	47180080	+	3317	3805	0.871748	chr3	no	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	323240
