candidate_id	comparison_id	layer	paf_path	query_name	query_start	query_end	target_chrom	overlap_rows	sum_overlap_bp	query_union_bp	emits_chr3_target	raw_paf_status	note
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr19	28	373285	195604	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr2	28	131964	55322	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr20	81	392685	124911	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr21	14	39496	19748	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr22	50	128235	27487	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr3	45	545640	262875	yes	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr4	59	290427	89562	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr5	33	230789	116025	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr6	25	266638	109650	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr7	206	951640	196751	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr8	28	163582	81414	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr9	41	987171	500000	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chrX	10	24291	21994	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chrY	27	135872	74465	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr1	141	762509	153599	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr10	55	284698	135698	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr11	49	364889	206803	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr12	37	148031	61148	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr13	20	44660	21055	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr14	49	128862	29954	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr15	50	345113	140665	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr16	47	630946	293895	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr17	34	89208	20436	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr18	44	157282	72206	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr19	39	328688	149653	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr2	30	133579	56071	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr20	77	371942	126049	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr21	20	52179	23321	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr22	54	131984	27901	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr3	43	546514	262821	yes	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr4	63	294988	90683	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr5	23	230379	114250	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr6	34	293829	80771	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr7	157	782765	114197	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr8	23	160927	79463	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr9	50	987403	500000	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_frequency32	/moosefs/erikg/phrs/.wg-worktrees/agent-2715/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency32/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency32_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chrX	17	46333	22585	no	OK	Raw PAF produced by explicit --fastga-frequency 32 many:many scaffold-jump 0 run.
