	chr1_MATERNAL_p	chr1_MATERNAL_q	chr1_PATERNAL_q	chr1_PATERNAL_p	chr2_MATERNAL_q	chr2_PATERNAL_q	chr3_MATERNAL_q	chr3_PATERNAL_q	chr4_MATERNAL_p	chr4_MATERNAL_q	chr4_PATERNAL_q	chr4_PATERNAL_p	chr5_MATERNAL_q	chr5_PATERNAL_q	chr6_MATERNAL_p	chr6_MATERNAL_q	chr6_PATERNAL_q	chr6_PATERNAL_p	chr7_MATERNAL_q	chr7_MATERNAL_p	chr7_PATERNAL_q	chr7_PATERNAL_p	chr8_MATERNAL_p	chr8_PATERNAL_p	chr9_MATERNAL_q	chr9_MATERNAL_p	chr9_PATERNAL_q	chr9_PATERNAL_p	chr10_MATERNAL_q	chr10_MATERNAL_p	chr10_PATERNAL_q	chr10_PATERNAL_p	chr11_MATERNAL_p	chr11_PATERNAL_p	chr12_MATERNAL_q	chr12_MATERNAL_p	chr12_PATERNAL_q	chr12_PATERNAL_p	chr13_MATERNAL_q	chr13_MATERNAL_p	chr13_PATERNAL_q	chr13_PATERNAL_p	chr14_MATERNAL_p	chr14_PATERNAL_p	chr15_MATERNAL_q	chr15_MATERNAL_p	chr15_PATERNAL_p	chr15_PATERNAL_q	chr16_MATERNAL_p	chr16_MATERNAL_q	chr16_PATERNAL_p	chr16_PATERNAL_q	chr17_MATERNAL_p	chr17_MATERNAL_q	chr17_PATERNAL_p	chr17_PATERNAL_q	chr18_MATERNAL_p	chr18_PATERNAL_p	chr19_MATERNAL_p	chr19_MATERNAL_q	chr19_PATERNAL_p	chr19_PATERNAL_q	chr20_MATERNAL_p	chr20_PATERNAL_p	chr20_PATERNAL_q	chr21_MATERNAL_p	chr21_MATERNAL_q	chr21_PATERNAL_q	chr21_PATERNAL_p	chr22_MATERNAL_p	chr22_MATERNAL_q	chr22_PATERNAL_q	chr22_PATERNAL_p	chrX_MATERNAL_q	chrX_MATERNAL_p	chrY_PATERNAL_p	chrY_PATERNAL_q
chr4_PATERNAL_q	0.0022122938115398186	0.0	0.0	0.0	0.0	0.0	0.007768562212588488	0.0	0.04429345874394352	0.08291584777033796	0.0	0.0	0.001377738005844256	0.03530123515754861	0.0	0.004455927510764569	0.0	0.0	0.005714805964209201	0.0005537850913813912	0.008883188686550931	0.0	0.00036982800626617486	0.0016266478965469358	0.0	0.0002895916984682092	0.0023608864823990777	0.0029959977611740294	0.04897402267615064	0.0	0.0677710126052756	0.025809728369628405	0.0	0.0	0.0	0.0	0.000644887025971744	0.0015574919694423418	0.0	0.00408695039953036	0.0	0.0	0.00016945764044096843	0.001146577465421438	0.0	0.001274428908188983	5.1648731064315487e-05	0.0018406666874800045	0.0	0.0023326533709124224	0.0014302778878040314	0.0	0.0	0.0	0.0	0.0	0.0	0.0019059683370340817	0.0	0.0	0.0	0.0049871166972851695	0.0	0.0	0.0010940983519847581	0.0	0.006618577843626626	0.023379824599395277	0.0	0.0015419107673795176	0.0	0.0	0.0	0.002242858895070362	6.626976227188892e-05	0.0005623809488589167	0.00988393262031215
chr4_PATERNAL_p	0.0	0.0	0.0038385223486294084	0.0	0.0	0.0	0.0	0.0	0.24432838316722344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00224074053062979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004528918053424109	0.0	0.0	0.0	0.001739252485577191	0.0	0.0	0.0	0.003450161161151539	0.004421141848095783	0.0034574832206271016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008982135378621428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01439582285980399	0.0	0.0	0.02047263118352488	0.0	0.0	0.0	0.0	0.0005241733232571768	0.0	0.0
chr5_MATERNAL_q	0.036455247828409275	0.0	0.0	0.037917097375971376	0.0023880264091462864	0.0	0.01290687849543885	0.015446411877279367	0.0	0.000782823536000113	0.001377738005844256	0.0	0.0	0.1386052673064688	0.0	0.031973400835016354	0.021414092268943467	0.0	0.0	0.00574317392351426	0.0	0.004181469252375155	0.00444587724680965	0.007361868977924215	0.00364780447298945	0.0	0.001532462750770571	0.0009000151092528543	0.0018547019961780372	0.0	0.00035070507653798367	0.0	0.027470075179229347	0.009895048978535095	0.0	0.0	0.0	0.00530708878842331	0.0	0.0013004359640811996	0.0	0.0	0.0	0.0	0.002961149001113976	0.0	0.0	0.0	0.0008143180479557024	0.003852722159950506	0.0033491918704256114	0.0	0.0	0.0014226521276511804	0.002353374053733682	0.007963426433053934	0.0	0.0	0.007183570513556921	0.0	0.0035459299361920806	0.0009428227845605455	0.00429980911100085	0.004363770629748493	0.005324807657072783	4.6159252621140975e-05	0.0	0.0	0.000999033044947356	0.0	0.0035117371500629187	0.0	0.0	0.0012437089480869642	0.00011009850388031891	0.0	0.00039981008626992605
chr5_PATERNAL_q	0.06914275481608916	0.0	0.001822722607403642	0.029227859060554664	0.0006660285848791339	0.0	0.021078052858905887	0.0005269160119629194	0.0	0.005981923110961814	0.03530123515754861	0.0	0.1386052673064688	0.0	0.00859371232335195	0.018536512053754412	0.042433465602754246	0.0	0.0	0.002301073494573452	0.0	0.003639304474059174	0.0013762901493736713	0.017645397586011004	0.01319024697824854	0.0	0.001927987265324792	0.00026034904646781576	0.0	0.0	0.010952733009664062	0.0	0.03750675125926076	0.010139603293709035	0.006591855565845382	0.0	0.004182228307161422	0.0	0.0	0.0007684685168776708	0.0	0.0	0.0008909631017331676	0.0	0.0006037231971177822	0.0	0.0	0.0	0.0024607728453779733	0.0003076802753881041	0.0030758383165898754	0.0018024535393047498	0.0	0.0	0.001970268375090064	0.00461471134068191	0.0005595763304163383	0.0	0.0015502450950532819	0.0	0.0035012691639860058	0.0	0.002803949202177329	0.0	0.0014044353930994207	0.000601077729057152	0.0	0.0	0.0	0.0	0.0	0.0018443520382308112	0.0	0.0003382506741376464	0.0	0.0	0.0006242781531421291
chr6_MATERNAL_p	0.013927985834202166	0.0	0.0	0.0	0.00951538426289935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00859371232335195	0.0	0.0	0.0	0.09260045999722095	0.0	0.005899926380514202	0.0	0.0	0.0007403801749306287	0.018005660768989573	0.01131868823584787	0.016730137936983174	0.0008705044956653959	0.008638997678507395	0.0	0.008120551606428725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007253864098797178	0.0	0.00044088452746956656	0.0	0.0	0.0	0.0	0.0	0.001627086169557404	0.0	0.009809005543502017	0.0	0.0033191962475445144	0.0003340139073463033	0.0	0.0	0.0	0.0	0.0	0.0	0.0011519273342034725	0.014937397394064834	0.0	0.011542056470213388	0.0	0.0	0.0	0.03189916261071072	0.0	0.0	0.0	0.0018111372859242643	0.0	0.0	0.0	0.0	0.0004872872229949063	0.0	0.0	0.0
chr6_MATERNAL_q	0.022251962648815463	0.0009153524314862266	0.0	0.016540672289926017	0.006596420709807095	0.010452397356499233	0.005573284092447545	0.006643153326121017	0.0	0.0005916876145275355	0.004455927510764569	0.0	0.031973400835016354	0.018536512053754412	0.0	0.0	0.13642049817039228	0.0	0.010516464002690176	0.0011469104545400912	0.0	0.0021991363986088625	0.007360817655258698	0.006287321722720527	0.0020634271639646084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02488068873792271	0.009961237154776875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018726025548264891	0.03116387070213752	0.0	0.0	0.003965816244034342	0.004363338626951362	0.008987581534011852	0.004405909502717121	0.0	0.0	0.008772037375745684	0.0	0.0	0.0	0.0	0.013610304513441347	0.0	0.0	0.0008044921056649063	0.00583281332861313	0.01390113946353669	0.0012235827860223004	0.0	0.0	0.008143949234823825	0.001491850028608414	0.0010087307336027304	0.0	0.0	0.0	0.0	0.0010374618730603117	0.0	0.0005907224239661256
chr6_PATERNAL_q	0.022547181576804888	0.0	0.0	0.011184661537143963	0.002677803860148279	0.0239752920983354	0.00716553851172476	0.002302737849046797	0.0	0.0	0.0	0.0	0.021414092268943467	0.042433465602754246	0.0	0.13642049817039228	0.0	0.0	0.0	0.009729597689648822	0.0	0.011709566344314932	0.008937753736771028	0.01674760760743352	0.0033668459118740813	0.0	0.0	0.0	0.008447031745876346	0.0	0.0016043367641927718	0.0	0.04106137687814598	0.010521536565030229	0.0	0.0	0.0	0.0	0.0	0.0030994629061591636	0.0	0.0	0.0	0.0	0.0012953556240205579	0.0	0.0	0.0037090050653969353	0.0021620624830126756	0.0	0.002011512118508019	0.0	0.0	0.010547331707376657	0.0020105623340398067	0.022920639904343478	0.0	0.0010606242926895237	0.0023226348860891986	0.0	0.0	0.0	0.0	0.0	0.0	0.0003785481096406323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000491028025398174	0.0
chr6_PATERNAL_p	0.0	0.006197913602737085	0.0017991873720557806	0.0	0.005832016081337603	0.0	0.0	0.003726047008463844	0.0	0.0	0.0	0.0	0.0	0.0	0.09260045999722095	0.0	0.0	0.0	0.0	0.0021377727357344764	0.0	0.0008009939590557809	0.0	0.004218375576046946	0.002469620820907549	0.0010473077743761792	0.0	0.003189561579016877	0.0	0.0	0.0	0.0	0.010271945760508331	0.016039056149232563	0.0	0.0027466714714227043	0.0	0.0013246521700948908	0.0	0.0	0.0	0.0	0.0	0.0	0.0015931771874011854	0.0	0.0	0.0	0.0	0.0033916939671985104	0.0009886696922044769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014244121192280237	0.0	0.0	0.0	0.0	0.0	0.07784646853309013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7_MATERNAL_q	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005714805964209201	0.0	0.0	0.0	0.0	0.010516464002690176	0.0	0.0	0.0	0.0	0.216848189033308	0.0	0.0009684129907285351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001197625275664872	0.0	0.0013909847201213476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00665569005441635	0.0	0.0	0.0	0.0	0.0	0.009472837682358676	0.0	0.0	0.0	0.0002512116740888118	0.002682987690559878	0.0
chr7_MATERNAL_p	0.001795102011063022	0.0009774490130780196	0.001298194897334401	0.0012859449648497927	0.002069356969645731	0.005999433009243612	0.006843962700925091	0.001852472863004137	0.0016996266262769854	0.0	0.0005537850913813912	0.0	0.00574317392351426	0.002301073494573452	0.005899926380514202	0.0011469104545400912	0.009729597689648822	0.0021377727357344764	0.0	0.0	0.02160763109893744	0.039265553137188276	0.0004858894200091677	0.00024305782930147837	0.022296913014006815	0.0004632124212039214	0.007748800610802078	0.00036037362774797154	0.0	0.000667664264948275	0.004968276988418928	0.002036815507021958	0.016185853058910276	0.0063589194567814835	0.0	0.0	0.0	0.002362099497723658	0.0	0.00011961054005969964	0.0	0.0	0.0	0.0	0.002691667264964896	0.0	0.0003371837505271013	0.00015720842309177737	0.0061351604494049175	0.007542264589383492	0.015714574376420366	0.0033040442083840404	0.0008948943807687128	0.01693646692100424	0.12470652094227432	0.0012410061118461346	0.0005703676797131218	0.0	0.0020505225678090493	0.0007737896731587152	0.014756072187912165	0.0011688903981737595	0.00765653378946592	0.019001693651958227	0.01004260481928445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00847584634516536	0.004756088014482238	0.0016778056837935438	0.0014713541812423935
chr7_PATERNAL_q	0.0	0.012984705305908947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008883188686550931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.216848189033308	0.02160763109893744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036407056433961214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028591601472900815	0.0	0.0	0.0	0.00045701308648213074	0.0	0.0005537383197714771	0.0	0.0014518869568646345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065468949860223325	0.0016047445255609031	0.0	0.0	0.0	0.0	0.0	0.0	0.023955810774483926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000799348843679674	0.0008043671405489158
chr7_PATERNAL_p	0.0037652283310318515	0.0	0.0	0.012910245766745829	0.005096829244564015	0.011895192381804887	0.010642406920719844	0.009173548008888421	0.0	0.0	0.0	0.0	0.004181469252375155	0.003639304474059174	0.0	0.0021991363986088625	0.011709566344314932	0.0008009939590557809	0.0	0.039265553137188276	0.0	0.0	0.0011703819616092261	0.0007891684069370256	0.00411561605913219	0.0008430771759329859	0.002513355510466514	0.0005067713124667913	0.003145028066871831	0.0	0.00342926373679292	0.0	0.0036648428239675315	0.003858670490621255	0.0	0.0003972748489861725	0.0	0.0	0.0	0.0005120780023219739	0.0	0.0	0.0007355166057713586	0.0005866139592611276	0.003372085249013591	0.000116772050803028	0.0	0.0	0.0026057262406916303	0.023336790244458668	0.007971144189272734	0.00757258787914647	0.004540943223831047	0.0	0.006867494496627891	0.0	0.0009789012945919148	0.0	0.008850863715340133	0.0018570331829970686	0.009969643575682972	0.0	0.008415649488006237	0.0008097358851499793	0.003029081963455594	9.85889900234991e-05	0.0005173381643092596	0.0	0.00018027197933598776	0.0003667961706734031	0.0	0.0	0.0	0.0020079169191283045	5.599150168276544e-05	0.00044618916290943274	0.00015594057102573654
chr8_MATERNAL_p	0.0030064387155200904	0.0	0.0	0.026993108925355055	0.0	0.0023740758900748994	0.0	0.006393399519528027	0.0010655583157091837	0.0	0.00036982800626617486	0.0	0.00444587724680965	0.0013762901493736713	0.0007403801749306287	0.007360817655258698	0.008937753736771028	0.0	0.0009684129907285351	0.0004858894200091677	0.0	0.0011703819616092261	0.0	0.025038929947219134	0.002674078163414609	0.0006396904629372247	0.005977639422086682	0.0004950649414628003	0.0	0.0	0.0	0.0	0.0069375096020699014	0.005467189195241469	0.0	0.0003663981235979393	0.0	0.00031071238846422996	0.0	0.0011718303998476914	0.0	0.0	0.0004071459243427813	0.0003501288672817574	0.0001429899399883403	6.736993053082112e-05	0.0	0.0007703456752644936	0.0	0.00028271270924829395	0.0015904884926796023	0.0	0.0	0.0030724292721371824	0.0	0.00173989726848728	0.002141174707348715	0.0	0.0	0.0	0.0	0.0007665711970085877	0.0	0.0	0.0	0.0003789151503772823	0.0	0.0010795809151574302	0.0002426942328345931	0.00024318179310567738	0.0006827501618998851	0.0	0.0	0.0	0.0014693958675562144	0.0006178545243791547	0.00016193974276640998
