	chr1_p	chr1_q	chr10_p	chr10_q	chr11_p	chr12_p	chr12_q	chr13_p	chr13_q	chr14_p	chr15_p	chr15_q	chr16_p	chr16_q	chr17_p	chr17_q	chr18_p	chr19_p	chr19_q	chr2_q	chr20_p	chr20_q	chr21_p	chr21_q	chr22_p	chr22_q	chr3_q	chr4_p	chr4_q	chr5_q	chr6_p	chr6_q	chr7_p	chr7_q	chr8_p	chr9_p	chr9_q	chrX_p	chrX_q	chrY_p	chrY_q
chr15_p	0.996244834407736	0.996351702237749	1.0	0.993657546948191	0.996843329963235	0.999986039684596	0.9921946777339	0.568706915524104	0.999964240029196	0.532997575208249	0.522722426664784	0.999714489247815	0.998428070325868	0.996594353016039	0.999780005833583	0.996430435819561	0.99434149219957	0.993705404658638	0.994461525531876	0.995320195723623	0.992603393789304	0.99988911848945	0.560175652057375	0.995593883307443	0.52061328786223	0.994708494173669	0.998046767018734	0.901784753920318	0.981938492879505	0.997146528340195	0.997822919875864	0.996916573242933	0.993480489447834	0.99480051595885	0.995343274265165	0.999663585046519	0.996851545770308	0.999999949220055	0.998726048637637	0.999999790738034	0.999989760795407
chr15_q	0.85650169527921	0.992691071264483	1.0	0.995704640052903	0.752457459597717	0.841204013794727	0.99990146849966	0.999701182979721	0.994499849737849	0.999629857947306	0.999714489247815	0.180374252330098	0.942146599078898	0.931440613087237	0.997427943117642	0.976272487459197	0.999012558121186	0.628813604199809	0.992448491785782	0.979349653293739	0.886525078811389	0.863176726564329	0.999651603832271	0.99169764346407	0.999666750277148	0.991884286419203	0.584539461203286	0.99859664277263	0.997344697061007	0.777836931764847	0.805853414921515	0.732250237148208	0.981153753831447	0.99961373672436	0.838244078203869	0.808264918653556	0.868675363311062	0.999416602037828	0.981110630107309	0.999824042824634	0.981662074334605
chr16_p	0.932508439704333	0.978988963424678	0.942031379028222	0.988467375153681	0.895513709058864	0.912873545348536	0.999332308553951	0.998140412032627	0.981619561937538	0.99769772635302	0.998428070325868	0.942146599078898	0.456177895702381	0.866376948301404	0.971861324615183	0.980480613568641	0.912407654546192	0.874606202368789	0.978644327173084	0.950770795047763	0.859693808975857	0.916031985009238	0.997999292342799	0.97925399772244	0.998024065164458	0.978393232709905	0.864747004644236	0.99497519635282	0.993328104972306	0.931749157966129	0.924477639446814	0.965258569426162	0.84595068119176	0.998600955430879	0.960070427428916	0.872414116551188	0.812457108315737	0.999544783407364	0.949321967708762	0.999064931708637	0.94920933437122
chr16_q	0.816204631535325	0.940495234048197	0.942649862765011	0.956494966710961	0.697656630443645	0.974365291067767	0.996305580949499	0.995627521890751	0.964809773557671	0.994596972106865	0.996594353016039	0.931440613087237	0.866376948301404	0.383027054459055	0.887620358544782	0.937189723702339	0.941851828607668	0.688450731548859	0.92711521047989	0.798475817881712	0.726737915741137	0.873382148125963	0.995516971910759	0.933700078888498	0.995471267779919	0.927338643598119	0.656645329074804	0.987782326817531	0.972346376934738	0.739515894062371	0.872073839803881	0.876934886216846	0.548785326194181	0.995647257448041	0.904502515561024	0.959657759445593	0.574644664112843	0.999910102327292	0.994338303752446	0.999944066379394	0.9947378579241
chr17_p	0.988453885824364	0.985756873976726	1.0	0.994401319727891	0.824746129095584	0.995977913880585	0.999880344411192	0.999718096363957	0.985258997211064	0.999611111343964	0.999780005833583	0.997427943117642	0.971861324615183	0.887620358544782	0.438351870764908	0.988717767713613	0.997976099935938	0.983896388547153	0.986546243489176	0.989017001924603	0.979927146873029	0.989919695839155	0.999632596540179	0.986576308662106	0.999709948640695	0.986647296750992	0.946812301994594	0.999118136793487	0.997140132971939	0.987262892447667	0.989369401603717	0.990338049431818	0.910379323324364	0.999152554882687	0.985353841756667	0.994521459392937	0.938477957137897	0.999976680182394	0.998536350737284	0.999976270962733	0.998539337053571
chr17_q	0.929344994927558	0.741922007957348	1.0	0.913335970510599	0.962185111181501	0.99326278926419	0.986375226430748	0.996476967995099	0.836651876952479	0.9955421988594	0.996430435819561	0.976272487459197	0.980480613568641	0.937189723702339	0.988717767713613	0.196754057669333	0.992520519786623	0.958168921352448	0.723664164264193	0.88402091757083	0.906203429401428	0.982239534855984	0.995578730751587	0.711357587706606	0.995937667435594	0.715467145597438	0.996211491629203	0.978766536372545	0.950152208754899	0.821281725501868	0.926574480472385	0.781199809423503	0.929599286577772	0.983445341239697	0.865401203521529	0.988248588211712	0.949196129342203	0.999968920557104	0.997573472088961	0.999971941868312	0.997583438914623
chr18_p	0.978526228842886	0.991733191741825	0.379769468579498	0.9723676423547	0.989942183120796	0.998789832416388	1.0	0.994885044754543	0.994299604781927	0.993812816544931	0.99434149219957	0.999012558121186	0.912407654546192	0.941851828607668	0.997976099935938	0.992520519786623	0.0633623695730861	0.985026901753425	0.978957906212283	0.988402422286995	0.977555599001178	0.998569235853608	0.99381480344441	0.985266071933644	0.993925655683806	0.980335049481814	0.951205994723742	0.975869844120355	0.981698606737762	0.996226993674823	0.994591638868278	0.99523489134733	0.974644052096771	0.999918945192946	0.987359888685452	0.997832058671325	0.778258429063279	0.999994409916211	0.9873875921117	0.999711141133749	0.987355597877725
chr19_p	0.723840023893694	0.956758347439548	1.0	0.968655479159406	0.54215826620618	0.874227043656997	0.996725216610389	0.992915068790929	0.972809106852914	0.991372441561186	0.993705404658638	0.628813604199809	0.874606202368789	0.688450731548859	0.983896388547153	0.958168921352448	0.985026901753425	0.227194634691754	0.950770076213333	0.844242082698413	0.606752606387524	0.778920649617478	0.992424980712697	0.954474208538175	0.992318179289537	0.95129138328725	0.465977422562677	0.979676329842824	0.97974921720301	0.684202603666017	0.753264660594105	0.824976594318182	0.668461507054479	0.996258692024343	0.826008817167408	0.841186750267446	0.686322426589862	0.999565296100565	0.98287589984639	0.99981254012222	0.983670278140256
chr19_q	0.987993473302159	0.327469055437268	1.0	0.8583807121956	0.98318811624238	0.993231592964073	0.975549097595922	0.99475287233675	0.59212269953166	0.993263771052908	0.994461525531876	0.992448491785782	0.978644327173084	0.92711521047989	0.986546243489176	0.723664164264193	0.978957906212283	0.950770076213333	0.123202745304023	0.865735939251155	0.896053538756938	0.978841733095076	0.99306914374104	0.186921861067385	0.993816443906938	0.203156098550936	0.989368947563889	0.958596163967255	0.918984421277483	0.945479039969845	0.976822623821293	0.932165669489755	0.938667593382493	0.968169374370775	0.920573555731799	0.987029446565333	0.952981652287868	0.999961300791627	0.997850326032756	0.999972908809818	0.997875051346491
chr2_q	0.86964671028412	0.88894650772035	1.0	0.931081506560847	0.894885292852183	0.992050589848262	0.992654901603564	0.994709996549708	0.932343963083395	0.993493218030083	0.995320195723623	0.979349653293739	0.950770795047763	0.798475817881712	0.989017001924603	0.88402091757083	0.988402422286995	0.844242082698413	0.865735939251155	0.104985568414815	0.738511274054452	0.870271997326813	0.994211629789272	0.87211958257857	0.994256039003488	0.867321540597531	0.926122634668705	0.981338483065476	0.957256333327109	0.822836041963709	0.857889356711964	0.825549943363636	0.801398318599696	0.991511516766318	0.87122804342067	0.974960199871032	0.852824216587654	0.999969085164798	0.997660902653199	0.99997487263285	0.997806434785479
chr20_p	0.82300788870745	0.906576638063348	1.0	0.947406743657286	0.75318209520853	0.817117254645973	0.994723191723575	0.992013210845823	0.940877730507333	0.990187231662763	0.992603393789304	0.886525078811389	0.859693808975857	0.726737915741137	0.979927146873029	0.906203429401428	0.977555599001178	0.606752606387524	0.896053538756938	0.738511274054452	0.164927727156216	0.730890734295137	0.991065531609195	0.901316983342921	0.991172885180016	0.896032958042678	0.801361395315633	0.968468062529565	0.968175846160981	0.794515384165222	0.7484678944103	0.837492658137668	0.652526761559164	0.993905655559845	0.834396974208817	0.768594391265571	0.787099924807456	0.999248954162194	0.979625978045354	0.999769499568097	0.979865806089218
chr20_q	0.915837051651762	0.978097661196121	1.0	0.98836397281064	0.853959499568853	0.4585214632821	0.996973839659989	0.999263391970145	0.977970783926247	0.998985088798966	0.99988911848945	0.863176726564329	0.916031985009238	0.873382148125963	0.989919695839155	0.982239534855984	0.998569235853608	0.778920649617478	0.978841733095076	0.870271997326813	0.730890734295137	0.0691897459843019	0.999370998250569	0.978278182034513	0.999451876752881	0.978306250404781	0.818498373926112	0.997635219863343	0.99419267749447	0.901907135956636	0.45986562593446	0.934394359691042	0.887922410054594	0.995987140186608	0.936502633246495	0.649060798834265	0.878081630817713	0.999235669941604	0.978039969015337	0.999786887796322	0.978211147473916
chr21_p	0.995409644544166	0.995173472355676	1.0	0.990401785738433	0.996011471732605	0.99991914782394	0.993071835995699	0.5999724375	0.99917583125336	0.566417000188225	0.560175652057375	0.999651603832271	0.997999292342799	0.995516971910759	0.999632596540179	0.995578730751587	0.99381480344441	0.992424980712697	0.99306914374104	0.994211629789272	0.991065531609195	0.999370998250569	0.585216493014269	0.994258641828585	0.556554167156332	0.993347373812261	0.997465182794211	0.903436148841595	0.979704442673621	0.996102953020134	0.997139736686513	0.996278747903605	0.991907050464494	0.995349487358899	0.9944454032337	0.999522352332204	0.995897282528736	0.99999967025203	0.998764613714734	0.999999376967766	0.999966293615568
chr21_q	0.988111454826047	0.291463192402593	1.0	0.865155250584866	0.986128306772988	0.992048649171433	0.975111066641535	0.995768074375806	0.566167885377553	0.994469592719386	0.995593883307443	0.99169764346407	0.97925399772244	0.933700078888498	0.986576308662106	0.711357587706606	0.985266071933644	0.954474208538175	0.186921861067385	0.87211958257857	0.901316983342921	0.978278182034513	0.994258641828585	0.0507683256233848	0.995040162144077	0.183084507428854	0.993495179680636	0.966968128639039	0.92430352929947	0.94482604622751	0.976751704298922	0.931846703345819	0.942962286211876	0.96675806997613	0.922916946188036	0.985604411952156	0.956971055718881	0.999958034510942	0.997503643220625	0.999971851554178	0.997519294890736
chr22_p	0.995213208632799	0.995870807275659	1.0	0.993089995163985	0.995901271640775	0.999973871012031	0.992356885864952	0.563231645621902	0.999846707880991	0.527304312550179	0.52061328786223	0.999666750277148	0.998024065164458	0.995471267779919	0.999709948640695	0.995937667435594	0.993925655683806	0.992318179289537	0.993816443906938	0.994256039003488	0.991172885180016	0.999451876752881	0.556554167156332	0.995040162144077	0.512534068571658	0.994078640169407	0.997375118607808	0.893918886811339	0.98079043173682	0.996052280745578	0.997136552225484	0.996247773196086	0.991832006060978	0.994904383840415	0.994568608974485	0.999581494154388	0.995802815695067	0.999999904842227	0.998687163717896	0.999999657389355	0.999982592816232
chr22_q	0.987879736189751	0.322529117353308	1.0	0.858655731048864	0.983616699156746	0.992280811536955	0.976235401707498	0.994963556081871	0.606830635080426	0.993524402406599	0.994708494173669	0.991884286419203	0.978393232709905	0.927338643598119	0.986647296750992	0.715467145597438	0.980335049481814	0.95129138328725	0.203156098550936	0.867321540597531	0.896032958042678	0.978306250404781	0.993347373812261	0.183084507428854	0.994078640169407	0.136588541935802	0.989867070891947	0.96122827546627	0.918876314092748	0.944646744330102	0.976348432304823	0.931514434181818	0.938503972785388	0.968931446930742	0.922100973022804	0.985919504871032	0.952874162469136	0.999958652212029	0.997461306127946	0.999970904975845	0.997485477711771
chr3_q	0.733943184496879	0.993403245557159	0.951351027036262	0.991095387486187	0.56984378943623	0.902624173574344	0.999961423331154	0.99737341703887	0.996797241249668	0.996832465866752	0.998046767018734	0.584539461203286	0.864747004644236	0.656645329074804	0.946812301994594	0.996211491629203	0.951205994723742	0.465977422562677	0.989368947563889	0.926122634668705	0.801361395315633	0.818498373926112	0.997465182794211	0.993495179680636	0.997375118607808	0.989867070891947	0.0803316464628398	0.995766087560411	0.993426217311695	0.681130037569526	0.800344875272259	0.818724520532736	0.684299386331741	0.999803425289011	0.862499519335163	0.88451579889724	0.511492026559633	0.999674458526218	0.983100806373367	0.999843862908855	0.984082719524934
chr4_p	0.990313618115011	0.972039753260433	1.0	0.976491800720288	0.990286784513512	0.998650783619808	0.999995403326837	0.912213711554276	0.999716274419345	0.898548178240019	0.901784753920318	0.99859664277263	0.99497519635282	0.987782326817531	0.999118136793487	0.978766536372545	0.975869844120355	0.979676329842824	0.958596163967255	0.981338483065476	0.968468062529565	0.997635219863343	0.903436148841595	0.966968128639039	0.893918886811339	0.96122827546627	0.995766087560411	0.0536664592733578	0.941350762630052	0.990912593125799	0.991043232506852	0.988345534496753	0.97873725479554	0.999984918681935	0.984287660363381	0.997759805001395	0.991003517961309	0.999997844971876	0.999604390016234	0.999998940945264	0.999926107253359
chr4_q	0.993405523457785	0.936752733345923	1.0	0.417010636756663	0.992356391093938	0.998363056583867	0.996834174031305	0.98371685839599	0.968857686330657	0.980203128533509	0.981938492879505	0.997344697061007	0.993328104972306	0.972346376934738	0.997140132971939	0.950152208754899	0.981698606737762	0.97974921720301	0.918984421277483	0.957256333327109	0.968175846160981	0.99419267749447	0.979704442673621	0.92430352929947	0.98079043173682	0.918876314092748	0.993426217311695	0.941350762630052	0.381897467049565	0.978093575902844	0.991687138269217	0.976602503577795	0.976031604319353	0.996364775853839	0.979257324416229	0.997060275722789	0.978457543529412	0.999992900170466	0.998915531584755	0.999987254384362	0.998988883184957
chr5_q	0.539405502717253	0.952628051886484	1.0	0.965737128005565	0.69453560525028	0.995262098281248	0.99698255314071	0.996107370599317	0.972392240200695	0.995183768090033	0.997146528340195	0.777836931764847	0.931749157966129	0.739515894062371	0.987262892447667	0.821281725501868	0.996226993674823	0.684202603666017	0.945479039969845	0.822836041963709	0.794515384165222	0.901907135956636	0.996102953020134	0.94482604622751	0.996052280745578	0.944646744330102	0.681130037569526	0.990912593125799	0.978093575902844	0.140504714982809	0.703372741742177	0.397319407596095	0.720625727309409	0.996381148950151	0.633527058922658	0.983558998696668	0.703118448307233	0.999982741114737	0.997752631489391	0.999981191664235	0.998324195804815
chr6_p	0.79357656009439	0.978710924743351	1.0	0.986407160335597	0.807913169150394	0.643788996656419	0.998869783900274	0.99724919727376	0.985548588186911	0.996597744672384	0.997822919875864	0.805853414921515	0.924477639446814	0.872073839803881	0.989369401603717	0.926574480472385	0.994591638868278	0.753264660594105	0.976822623821293	0.857889356711964	0.7484678944103	0.45986562593446	0.997139736686513	0.976751704298922	0.997136552225484	0.976348432304823	0.800344875272259	0.991043232506852	0.991687138269217	0.703372741742177	0.479703727216788	0.706283121015915	0.853218681964018	0.998395254685937	0.766189524305447	0.755824898338472	0.857879053743672	0.99945349038934	0.986532303023036	0.999847999817537	0.9868010084289
chr6_q	0.677906984864051	0.942400504586313	1.0	0.964111167659791	0.817948012819602	0.993609175415499	0.996405654894716	0.996558920185407	0.968258307096578	0.995804914747916	0.996916573242933	0.732250237148208	0.965258569426162	0.876934886216846	0.990338049431818	0.781199809423503	0.99523489134733	0.824976594318182	0.932165669489755	0.825549943363636	0.837492658137668	0.934394359691042	0.996278747903605	0.931846703345819	0.996247773196086	0.931514434181818	0.818724520532736	0.988345534496753	0.976602503577795	0.397319407596095	0.706283121015915	0.196547131880165	0.864329726774595	0.995609903877905	0.568945786443033	0.985383023290382	0.839629275429293	0.999976588386155	0.997816760764463	0.999978075914032	0.998148306345635
chr7_p	0.765766781077334	0.946117256169514	0.990184371898739	0.960979636999092	0.682288278793624	0.991400912070283	0.996781265048662	0.992351267123288	0.966143079929015	0.990629878058264	0.993480489447834	0.981153753831447	0.84595068119176	0.548785326194181	0.910379323324364	0.929599286577772	0.974644052096771	0.668461507054479	0.938667593382493	0.801398318599696	0.652526761559164	0.887922410054594	0.991907050464494	0.942962286211876	0.991832006060978	0.938503972785388	0.684299386331741	0.97873725479554	0.976031604319353	0.720625727309409	0.853218681964018	0.864329726774595	0.1220628839995	0.996292083932264	0.862982572580806	0.974951176013128	0.597178242359209	0.999966063459149	0.99688132324616	0.999961011638872	0.997230763325648
chr7_q	0.999715741681512	0.962873720521993	1.0	0.992389039429225	0.999383492983264	0.999476621658995	0.657177100457419	0.995471551067973	0.948821488824193	0.994865116141539	0.99480051595885	0.99961373672436	0.998600955430879	0.995647257448041	0.999152554882687	0.983445341239697	0.999918945192946	0.996258692024343	0.968169374370775	0.991511516766318	0.993905655559845	0.995987140186608	0.995349487358899	0.96675806997613	0.994904383840415	0.968931446930742	0.999803425289011	0.999984918681935	0.996364775853839	0.996381148950151	0.998395254685937	0.995609903877905	0.996292083932264	0.462492320125078	0.992433357383437	0.999032733514174	0.997142561375187	0.999997075122393	0.999847115484441	0.999998546744005	0.999866617590907
chr8_p	0.748040210564096	0.921310703792748	1.0	0.964754603121598	0.846473922240526	0.990559885847296	0.993491618589588	0.995131047316709	0.922804364234933	0.994017293034076	0.995343274265165	0.838244078203869	0.960070427428916	0.904502515561024	0.985353841756667	0.865401203521529	0.987359888685452	0.826008817167408	0.920573555731799	0.87122804342067	0.834396974208817	0.936502633246495	0.9944454032337	0.922916946188036	0.994568608974485	0.922100973022804	0.862499519335163	0.984287660363381	0.979257324416229	0.633527058922658	0.766189524305447	0.568945786443033	0.862982572580806	0.992433357383437	0.405885527888484	0.980533844817335	0.881163123245997	0.999958818603688	0.997200848160646	0.999958719266186	0.99743048008993
chr9_p	0.969549938707803	0.985933824523475	1.0	0.994484994779162	0.909593983802017	0.483137928704177	0.999786206843581	0.999609170347744	0.986548271118358	0.999490336780646	0.999663585046519	0.808264918653556	0.872414116551188	0.959657759445593	0.994521459392937	0.988248588211712	0.997832058671325	0.841186750267446	0.987029446565333	0.974960199871032	0.768594391265571	0.649060798834265	0.999522352332204	0.985604411952156	0.999581494154388	0.985919504871032	0.88451579889724	0.997759805001395	0.997060275722789	0.983558998696668	0.755824898338472	0.985383023290382	0.974951176013128	0.999032733514174	0.980533844817335	0.0960297567362883	0.955998729578373	0.998147571647007	0.977188245014881	0.999744073393828	0.977240629773692
chr9_q	0.767810777442922	0.961616015625468	0.830419997045398	0.967178334740118	0.708780789990079	0.965326019402839	0.997592004637466	0.995925715146199	0.976598942286563	0.994995265929161	0.996851545770308	0.868675363311062	0.812457108315737	0.574644664112843	0.938477957137897	0.949196129342203	0.778258429063279	0.686322426589862	0.952981652287868	0.852824216587654	0.787099924807456	0.878081630817713	0.995897282528736	0.956971055718881	0.995802815695067	0.952874162469136	0.511492026559633	0.991003517961309	0.978457543529412	0.703118448307233	0.857879053743672	0.839629275429293	0.597178242359209	0.997142561375187	0.881163123245997	0.955998729578373	0.284853176187654	0.999896189983011	0.983563023723906	0.999741334541063	0.984070466864686
chrX_p	0.999931866986441	0.999956368882933	1.0	0.999984151894397	0.999753055571483	0.998626324670951	1.0	0.999999873893449	0.999952885923868	0.999999714608122	0.999999949220055	0.999416602037828	0.999544783407364	0.999910102327292	0.999976680182394	0.999968920557104	0.999994409916211	0.999565296100565	0.999961300791627	0.999969085164798	0.999248954162194	0.999235669941604	0.99999967025203	0.999958034510942	0.999999904842227	0.999958652212029	0.999674458526218	0.999997844971876	0.999992900170466	0.999982741114737	0.99945349038934	0.999976588386155	0.999966063459149	0.999997075122393	0.999958818603688	0.998147571647007	0.999896189983011	0.298119755650946	0.999924460726531	0.288584134390374	0.999924468465195
chrX_q	0.996081377923066	0.997480244664624	0.999965110069088	0.997880032340209	0.9888975453125	0.978334195521292	0.999970381615712	0.998817746331738	0.997465608375515	0.998676490419479	0.998726048637637	0.981110630107309	0.949321967708762	0.994338303752446	0.998536350737284	0.997573472088961	0.9873875921117	0.98287589984639	0.997850326032756	0.997660902653199	0.979625978045354	0.978039969015337	0.998764613714734	0.997503643220625	0.998687163717896	0.997461306127946	0.983100806373367	0.999604390016234	0.998915531584755	0.997752631489391	0.986532303023036	0.997816760764463	0.99688132324616	0.999847115484441	0.997200848160646	0.977188245014881	0.983563023723906	0.999924460726531	0.0202185664646465	0.979055159025033	0.0153243455745575
chrY_p	0.999959450317649	0.999970592843185	0.999999179752674	0.999974691450493	0.999879300805512	0.999751526407776	1.0	0.999999572368421	0.999970145758691	0.999999313935827	0.999999790738034	0.999824042824634	0.999064931708637	0.999944066379394	0.999976270962733	0.999971941868312	0.999711141133749	0.99981254012222	0.999972908809818	0.99997487263285	0.999769499568097	0.999786887796322	0.999999376967766	0.999971851554178	0.999999657389355	0.999970904975845	0.999843862908855	0.999998940945264	0.999987254384362	0.999981191664235	0.999847999817537	0.999978075914032	0.999961011638872	0.999998546744005	0.999958719266186	0.999744073393828	0.999741334541063	0.288584134390374	0.979055159025033	0.273777357986768	0.978941295523031
chrY_q	0.996572675188752	0.997482065813772	0.999964969514784	0.997902974290706	0.989498377298444	0.978363644218607	1.0	0.999976949713392	0.997439196079296	0.999961995373773	0.999989760795407	0.981662074334605	0.94920933437122	0.9947378579241	0.998539337053571	0.997583438914623	0.987355597877725	0.983670278140256	0.997875051346491	0.997806434785479	0.979865806089218	0.978211147473916	0.999966293615568	0.997519294890736	0.999982592816232	0.997485477711771	0.984082719524934	0.999926107253359	0.998988883184957	0.998324195804815	0.9868010084289	0.998148306345635	0.997230763325648	0.999866617590907	0.99743048008993	0.977240629773692	0.984070466864686	0.999924468465195	0.0153243455745575	0.978941295523031	0.0097246869914714
