event_id	pair	transmission	query_name	query_arm	query_sample	query_haplotype	query_haplotype_label	query_source_window_native_0based_half_open	local_query_start_0based	local_query_end_0based_exclusive	native_query_start_0based	native_query_end_0based_exclusive	native_query_interval_0based_half_open	segment_length_bp	target_name	target_arm	target_sample	target_haplotype	target_haplotype_label	target_source_window_native_0based_half_open	target_local_interval_0based_if_recovered	target_native_interval_0based_half_open_if_recovered	target_interval_recovery	raw_strict_paf_row_count	raw_strict_paf_query_coverage_check	strand	identity	jaccard	nb	interchromosomal	event_role	query_community	target_community	community_status	patch_pattern_annotation	overlaps_phr	has_phr	geometry_source	target_coordinate_source	annotation_source
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	0	143598	12265	155863	chrX:12265-155863	143598	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	chrYp	PAN011	PAN011#2	haplotype2	chrY:5839-505839	0-143609	5839-149448	recovered_from_strict_paf	71	0-143598	+	100	1	1	1	PAR positive control	not_available	not_available	not_available	not_available	not_available	not_available	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	not_joined_exactly_to_patches.tsv
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	143598	189599	155863	201864	chrX:155863-201864	46001	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	chrXp	PAN011	PAN011#1	haplotype1	chrX:3251-503251	111421-157424	114672-160675	recovered_from_strict_paf	7	143598-189599	+	100	1	1	0	same-chromosome context	not_available	not_available	not_available	not_available	not_available	not_available	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	not_joined_exactly_to_patches.tsv
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	189599	194850	201864	207115	chrX:201864-207115	5251	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	chrYp	PAN011	PAN011#2	haplotype2	chrY:5839-505839	191338-196590	197177-202429	recovered_from_strict_paf	2	189599-194850	+	100	1	1	1	PAR positive control	C15	C15	within_community	gene_conversion_like	False	True	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	/moosefs/guarracino/HPRCv2/PHR_III/pedigrees/washu/untangle/recombination/patches.tsv
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	194850	329647	207115	341912	chrX:207115-341912	134797	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	chrXp	PAN011	PAN011#1	haplotype1	chrX:3251-503251	162677-297483	165928-300734	recovered_from_strict_paf	17	194850-329647	+	100	1	1	0	same-chromosome context	C15	C15	same_chr	same_chr	False	True	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	/moosefs/guarracino/HPRCv2/PHR_III/pedigrees/washu/untangle/recombination/patches.tsv
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	329647	331671	341912	343936	chrX:341912-343936	2024	PAN011#2#chrY.haplotype2:5839-505838_chrY_parm	chrYp	PAN011	PAN011#2	haplotype2	chrY:5839-505839	331038-333062	336877-338901	recovered_from_strict_paf	2	329647-331671	+	100	1	1	1	PAR positive control	not_available	not_available	not_available	not_available	not_available	not_available	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	not_joined_exactly_to_patches.tsv
PAR1_XY_positive_control	PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	PAN027	2	paternal	chrX:12265-512265	331671	499675	343936	511940	chrX:343936-511940	168004	PAN011#1#chrX.haplotype1:3251-503250_chrX_parm	chrXp	PAN011	PAN011#1	haplotype1	chrX:3251-503251	299507-467519	302758-470770	recovered_from_strict_paf	21	331671-499675	+	100	1	1	0	same-chromosome context	not_available	not_available	not_available	not_available	not_available	not_available	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	not_joined_exactly_to_patches.tsv
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	PAN028	1	haplotype1	chr9:134380985-134880985	0	4657	134380985	134385642	chr9:134380985-134385642	4657	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	PAN027	PAN027#2	paternal	chr9:135704825-136204825	0-4139	135704825-135708964	recovered_from_strict_paf	1	0-4657	+	93.7854	0.886339	1	0	same-chromosome context	C3	C3	same_chr	same_chr	False	True	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	/moosefs/guarracino/HPRCv2/PHR_III/pedigrees/washu/untangle/recombination/patches.tsv
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	PAN028	1	haplotype1	chr9:134380985-134880985	4657	49638	134385642	134430623	chr9:134385642-134430623	44981	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	PAN027	PAN027#1	maternal	chr9:128564684-129064684	0-44990	128564684-128609674	recovered_from_strict_paf	1	4657-49638	+	99.97	0.9994	1	0	same-chromosome context	C3	C3	same_chr	same_chr	False	True	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	/moosefs/guarracino/HPRCv2/PHR_III/pedigrees/washu/untangle/recombination/patches.tsv
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	PAN028	1	haplotype1	chr9:134380985-134880985	49638	197455	134430623	134578440	chr9:134430623-134578440	147817	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	PAN027	PAN027#2	paternal	chr9:135704825-136204825	48900-196695	135753725-135901520	recovered_from_strict_paf	4	49638-197455	+	99.9898	0.999796	1	0	same-chromosome context	C3	C3	same_chr	same_chr	True	True	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	/moosefs/guarracino/HPRCv2/PHR_III/pedigrees/washu/untangle/recombination/patches.tsv
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	PAN028	1	haplotype1	chr9:134380985-134880985	197455	210534	134578440	134591519	chr9:134578440-134591519	13079	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	PAN027	PAN027#1	maternal	chr9:128564684-129064684	193695-206191	128758379-128770875	recovered_from_strict_paf	2	197455-210534	+	99.7342	0.994704	1	0	same-chromosome context	C3	C3	same_chr	same_chr	True	True	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	/moosefs/guarracino/HPRCv2/PHR_III/pedigrees/washu/untangle/recombination/patches.tsv
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	PAN028	1	haplotype1	chr9:134380985-134880985	210534	218715	134591519	134599700	chr9:134591519-134599700	8181	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	PAN027	PAN027#2	paternal	chr9:135704825-136204825	210139-218309	135914964-135923134	recovered_from_strict_paf	1	210534-218715	+	99.5894	0.991838	1	0	same-chromosome context	C3	C3	same_chr	same_chr	True	True	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	/moosefs/guarracino/HPRCv2/PHR_III/pedigrees/washu/untangle/recombination/patches.tsv
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	PAN028	1	haplotype1	chr9:134380985-134880985	218715	247217	134599700	134628202	chr9:134599700-134628202	28502	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	PAN027	PAN027#1	maternal	chr9:128564684-129064684	214416-242939	128779100-128807623	recovered_from_strict_paf	2	218715-247217	+	99.7245	0.994514	1	0	same-chromosome context	C3	C3	same_chr	same_chr	True	True	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	/moosefs/guarracino/HPRCv2/PHR_III/pedigrees/washu/untangle/recombination/patches.tsv
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	PAN028	1	haplotype1	chr9:134380985-134880985	247217	248621	134628202	134629606	chr9:134628202-134629606	1404	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	PAN027	PAN027#2	paternal	chr9:135704825-136204825	246833-248237	135951658-135953062	recovered_from_strict_paf	1	247217-248621	+	99.1416	0.983051	1	0	same-chromosome context	C3	C3	same_chr	same_chr	True	True	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	/moosefs/guarracino/HPRCv2/PHR_III/pedigrees/washu/untangle/recombination/patches.tsv
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	PAN028	1	haplotype1	chr9:134380985-134880985	248621	274489	134629606	134655474	chr9:134629606-134655474	25868	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	PAN027	PAN027#1	maternal	chr9:128564684-129064684	244343-270261	128809027-128834945	recovered_from_strict_paf	1	248621-274489	+	99.7409	0.994838	1	0	same-chromosome context	C3	C3	same_chr	same_chr	True	True	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	/moosefs/guarracino/HPRCv2/PHR_III/pedigrees/washu/untangle/recombination/patches.tsv
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	PAN028	1	haplotype1	chr9:134380985-134880985	274489	327185	134655474	134708170	chr9:134655474-134708170	52696	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	PAN027	PAN027#2	paternal	chr9:135704825-136204825	274210-326900	135979035-136031725	recovered_from_strict_paf	11	274489-327185	+	100	1	1	0	same-chromosome context	not_available	not_available	not_available	not_available	not_available	not_available	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	not_joined_exactly_to_patches.tsv
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	PAN028	1	haplotype1	chr9:134380985-134880985	327185	328203	134708170	134709188	chr9:134708170-134709188	1018	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	PAN027	PAN027#1	maternal	chr9:128564684-129064684	322732-323749	128887416-128888433	recovered_from_strict_paf	1	327185-328203	+	99.9508	0.999018	1	0	same-chromosome context	C3	C3	same_chr	same_chr	True	True	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	/moosefs/guarracino/HPRCv2/PHR_III/pedigrees/washu/untangle/recombination/patches.tsv
PAN028_chr9q_chr3q_PHR_candidate	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	PAN028	1	haplotype1	chr9:134380985-134880985	328203	329410	134709188	134710395	chr9:134709188-134710395	1207	PAN027#2#chr16.paternal:89997300-90497299_chr16_qarm	chr16q	PAN027	PAN027#2	paternal	chr16:89997300-90497300	404895-406102	90402195-90403402	recovered_from_strict_paf	1	328203-329410	+	100	1	1	1	side fragment	C3	C3	within_community	acros_like	True	True	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv (nb=1 plus sweepGA 1:1 no-scaffold)	/moosefs/erikg/phrs/pedigree_native_untangle_agent2556_sweepga_1to1_noscaffold/<pair>.e50000.m1000.j0.8.n4.native_nb1.sweepga_1to1_noscaffold.paf	/moosefs/guarracino/HPRCv2/PHR_III/pedigrees/washu/untangle/recombination/patches.tsv
