panel_order	panel_id	panel_label	query_name	query_chrom	arm	query_length	zoom_bp	query_start	query_end	relative_start	relative_end	window_overlap_bp	target_chrom	target_bucket	target_name	same_identity	inter_identity	delta_identity	intersection	inter_group_a	inter_group_b
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	98000	100000	98000	100000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.997752	1.000000	0.002248	2000	PAN011#joint#h2_chrY:91586-93586	PAN027#2#chrX:98000-100000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	100000	102000	100000	102000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.999750	1.000000	0.000250	2000	PAN011#joint#h2_chrY:93586-95586	PAN027#2#chrX:100000-102000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	102000	104000	102000	104000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.999500	1.000000	0.000500	2000	PAN011#joint#h2_chrY:95586-97586	PAN027#2#chrX:102000-104000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	104000	106000	104000	106000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.999500	1.000000	0.000500	2000	PAN011#joint#h2_chrY:97586-99586	PAN027#2#chrX:104000-106000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	110000	112000	110000	112000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.997500	1.000000	0.002500	2000	PAN011#joint#h2_chrY:103587-105587	PAN027#2#chrX:110000-112000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	112000	114000	112000	114000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.690398	1.000000	0.309602	2000	PAN011#joint#h2_chrY:105587-107587	PAN027#2#chrX:112000-114000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	114000	116000	114000	116000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.719875	1.000000	0.280125	2000	PAN011#joint#h2_chrY:107587-109587	PAN027#2#chrX:114000-116000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	116000	118000	116000	118000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.416928	1.000000	0.583072	2000	PAN011#joint#h2_chrY:109587-111587	PAN027#2#chrX:116000-118000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	118000	120000	118000	120000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.415554	1.000000	0.584446	2000	PAN011#joint#h2_chrY:111587-113587	PAN027#2#chrX:118000-120000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	120000	122000	120000	122000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.807515	1.000000	0.192485	2000	PAN011#joint#h2_chrY:113587-115587	PAN027#2#chrX:120000-122000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	122000	124000	122000	124000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.817833	1.000000	0.182167	2000	PAN011#joint#h2_chrY:115587-117587	PAN027#2#chrX:122000-124000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	124000	126000	124000	126000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.999000	1.000000	0.001000	2000	PAN011#joint#h2_chrY:117587-119587	PAN027#2#chrX:124000-126000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	126000	128000	126000	128000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.909908	0.999750	0.089842	2000	PAN011#joint#h2_chrY:119587-121588	PAN027#2#chrX:126000-128000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	128000	130000	128000	130000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.960119	0.999750	0.039631	2000	PAN011#joint#h2_chrY:121588-123589	PAN027#2#chrX:128000-130000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	130000	132000	130000	132000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.969254	1.000000	0.030746	2000	PAN011#joint#h2_chrY:123589-125589	PAN027#2#chrX:130000-132000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	132000	134000	132000	134000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.937183	1.000000	0.062817	2000	PAN011#joint#h2_chrY:125589-127589	PAN027#2#chrX:132000-134000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	134000	136000	134000	136000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.941595	1.000000	0.058405	2000	PAN011#joint#h2_chrY:127589-129589	PAN027#2#chrX:134000-136000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	136000	138000	136000	138000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.912235	1.000000	0.087765	2000	PAN011#joint#h2_chrY:129589-131589	PAN027#2#chrX:136000-138000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	138000	140000	138000	140000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.963614	1.000000	0.036386	2000	PAN011#joint#h2_chrY:131589-133589	PAN027#2#chrX:138000-140000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	140000	142000	140000	142000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.953389	1.000000	0.046611	2000	PAN011#joint#h2_chrY:133589-135589	PAN027#2#chrX:140000-142000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	142000	144000	142000	144000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.628205	1.000000	0.371795	2000	PAN011#joint#h2_chrY:135589-137589	PAN027#2#chrX:142000-144000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	144000	146000	144000	146000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.950520	1.000000	0.049480	2000	PAN011#joint#h2_chrY:137589-139589	PAN027#2#chrX:144000-146000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	146000	148000	146000	148000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.951461	1.000000	0.048539	2000	PAN011#joint#h2_chrY:139589-141589	PAN027#2#chrX:146000-148000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	148000	150000	148000	150000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.944822	1.000000	0.055178	2000	PAN011#joint#h2_chrY:141589-143589	PAN027#2#chrX:148000-150000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	150000	152000	150000	152000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.937423	1.000000	0.062577	2000	PAN011#joint#h2_chrY:143589-145589	PAN027#2#chrX:150000-152000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	152000	154000	152000	154000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.993497	0.999750	0.006253	2000	PAN011#joint#h2_chrY:145589-147590	PAN027#2#chrX:152000-154000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	154000	156000	154000	156000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.966767	0.985486	0.018718	1969	PAN011#joint#h2_chrY:147590-149586	PAN027#2#chrX:154000-156000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	206000	208000	206000	208000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.999500	0.999750	0.000250	2000	PAN011#joint#h2_chrY:201320-203321	PAN027#2#chrX:206000-208000
1	chrX_p	PAR1 X/Y control	PAN027#2#chrX	chrX	p	154091348	500000	208000	210000	208000	210000	2000	chrY	chrY	PAN011#joint#h2_chrY	0.999750	1.000000	0.000250	2000	PAN011#joint#h2_chrY:203321-205321	PAN027#2#chrX:208000-210000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	0	2000	0	2000	2000	chr21	chr21	PAN011#joint#h2_chr21	0.554113	0.970515	0.416402	1942	PAN011#joint#h2_chr21:14571-16573	PAN027#2#chr22:0-2000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	2000	4000	2000	4000	2000	chr21	chr21	PAN011#joint#h2_chr21	0.767385	0.999000	0.231615	1998	PAN011#joint#h2_chr21:16573-18573	PAN027#2#chr22:2000-4000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	168000	170000	168000	170000	2000	chr21	chr21	PAN011#joint#h1_chr21	0.839751	0.999500	0.159749	1999	PAN011#joint#h1_chr21:2325674-2327674	PAN027#2#chr22:168000-170000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	170000	172000	170000	172000	2000	chr21	chr21	PAN011#joint#h2_chr21	0.985254	0.999000	0.013746	1998	PAN011#joint#h2_chr21:2283200-2285200	PAN027#2#chr22:170000-172000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	172000	174000	172000	174000	2000	chr21	chr21	PAN011#joint#h2_chr21	0.992752	0.994725	0.001973	1980	PAN011#joint#h2_chr21:2281219-2283200	PAN027#2#chr22:172000-174000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	174000	176000	174000	176000	2000	chr21	chr21	PAN011#joint#h2_chr21	0.984103	0.998002	0.013899	1998	PAN011#joint#h2_chr21:2279215-2281219	PAN027#2#chr22:174000-176000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	176000	178000	176000	178000	2000	chr21	chr21	PAN011#joint#h1_chr21	0.987759	0.999000	0.011241	1998	PAN011#joint#h1_chr21:315966-317966	PAN027#2#chr22:176000-178000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	178000	180000	178000	180000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.977012	0.978511	0.001499	1958	PAN011#joint#h2_chr13:4185516-4187518	PAN027#2#chr22:178000-180000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	180000	182000	180000	182000	2000	chr21	chr21	PAN011#joint#h1_chr21	0.968002	0.999250	0.031248	1998	PAN011#joint#h1_chr21:319227-321226	PAN027#2#chr22:180000-182000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	182000	184000	182000	184000	2000	chr21	chr21	PAN011#joint#h1_chr21	0.965952	0.999000	0.033048	1998	PAN011#joint#h1_chr21:2312429-2314429	PAN027#2#chr22:182000-184000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	184000	186000	184000	186000	2000	chr21	chr21	PAN011#joint#h1_chr21	0.927415	0.999000	0.071585	1998	PAN011#joint#h1_chr21:323222-325222	PAN027#2#chr22:184000-186000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	198000	200000	198000	200000	2000	chr21	chr21	PAN011#joint#h1_chr21	0.309764	0.999000	0.689236	1998	PAN011#joint#h1_chr21:337222-339222	PAN027#2#chr22:198000-200000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	200000	202000	200000	202000	2000	chr21	chr21	PAN011#joint#h1_chr21	0.787341	1.000000	0.212659	2000	PAN011#joint#h1_chr21:2294429-2296429	PAN027#2#chr22:200000-202000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	202000	204000	202000	204000	2000	chr21	chr21	PAN011#joint#h1_chr21	0.871625	1.000000	0.128375	2000	PAN011#joint#h1_chr21:341222-343222	PAN027#2#chr22:202000-204000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	230000	232000	230000	232000	2000	chr21	chr21	PAN011#joint#h1_chr21	0.584214	0.998499	0.414285	1996	PAN011#joint#h1_chr21:2264432-2266430	PAN027#2#chr22:230000-232000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	232000	234000	232000	234000	2000	chr15	chr15	PAN011#joint#h2_chr15	0.998000	0.998500	0.000500	1997	PAN011#joint#h2_chr15:403953-405953	PAN027#2#chr22:232000-234000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	238000	240000	238000	240000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.995751	0.997750	0.001999	1996	PAN011#joint#h1_chr14:359983-361984	PAN027#2#chr22:238000-240000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	240000	242000	240000	242000	2000	chr21	chr21	PAN011#joint#h2_chr21	0.996249	0.998250	0.002000	1996	PAN011#joint#h2_chr21:239505-241504	PAN027#2#chr22:240000-242000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	242000	244000	242000	244000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.997249	0.997749	0.000500	1995	PAN011#joint#h2_chr13:475532-477531	PAN027#2#chr22:242000-244000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	244000	246000	244000	246000	2000	chr14	chr14	PAN011#joint#h2_chr14	0.998000	0.998500	0.000500	1997	PAN011#joint#h2_chr14:225408-227408	PAN027#2#chr22:244000-246000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	246000	248000	246000	248000	2000	chr15	chr15	PAN011#joint#h2_chr15	0.996748	0.997750	0.001003	1996	PAN011#joint#h2_chr15:417954-419955	PAN027#2#chr22:246000-248000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	250000	252000	250000	252000	2000	chr21	chr21	PAN011#joint#h2_chr21	0.996748	0.996995	0.000248	1991	PAN011#joint#h2_chr21:249505-251499	PAN027#2#chr22:250000-252000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	252000	254000	252000	254000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.997000	0.997500	0.000500	1995	PAN011#joint#h2_chr13:485529-487529	PAN027#2#chr22:252000-254000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	254000	256000	254000	256000	2000	chr21	chr21	PAN011#joint#h2_chr21	0.991004	0.994251	0.003247	1989	PAN011#joint#h2_chr21:253499-255500	PAN027#2#chr22:254000-256000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	256000	258000	256000	258000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.964000	0.974500	0.010500	1949	PAN011#joint#h1_chr14:378013-380013	PAN027#2#chr22:256000-258000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	258000	260000	258000	260000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.226831	0.986254	0.759422	1973	PAN011#joint#h1_chr14:424237-426238	PAN027#2#chr22:258000-260000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	294000	296000	294000	296000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.405244	0.992500	0.587255	1985	PAN011#joint#h1_chr14:460199-462199	PAN027#2#chr22:294000-296000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	296000	298000	296000	298000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.970500	0.990500	0.020000	1981	PAN011#joint#h1_chr14:462199-464199	PAN027#2#chr22:296000-298000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	298000	300000	298000	300000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.818050	0.995498	0.177447	1990	PAN011#joint#h1_chr14:464199-466197	PAN027#2#chr22:298000-300000
