comparison_id	basis	query_chrom	arm	display_start	display_end	query_start	query_end	target_chrom	target_name	target_start	target_end	inter_identity	same_identity	inter_minus_same_identity	intersection	raw_candidate_count	class_candidate_count	source_tsv_gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	410000	412000	chr13	PAN011#joint#h2_chr13	468576	470576	1.0000000	0.7373737	0.2626263	2000	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	412000	414000	chr13	PAN011#joint#h2_chr13	470576	472576	0.9990000	0.9694637	0.0295363	1998	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	414000	416000	chr13	PAN011#joint#h2_chr13	472576	474576	0.9995000	0.9970000	0.0025000	1999	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	416000	418000	chr13	PAN011#joint#h2_chr13	474576	476576	0.9985000	0.9935001	0.0049999	1997	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	418000	420000	chr13	PAN011#joint#h2_chr13	476576	478576	1.0000000	0.9974999	0.0025001	2000	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	420000	422000	chr22	PAN011#joint#h1_chr22	236755	238755	0.9995000	0.9970000	0.0025000	1999	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	422000	424000	chr13	PAN011#joint#h2_chr13	480576	482572	0.9989990	0.9985000	0.0004990	1996	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	424000	426000	chr22	PAN011#joint#h1_chr22	240751	242751	0.9995000	0.9957468	0.0037532	1999	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	426000	428000	chr13	PAN011#joint#h2_chr13	484574	486574	0.9990000	0.9960020	0.0029980	1998	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	428000	430000	chr13	PAN011#joint#h1_chr13	378283	380283	1.0000000	0.9937515	0.0062485	2000	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	430000	432000	chr22	PAN011#joint#h1_chr22	246751	248751	0.9875000	0.9849925	0.0025075	1975	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	432000	434000	chr13	PAN011#joint#h1_chr13	382281	384280	0.9647412	0.9622406	0.0025006	1929	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	434000	436000	chr21	PAN011#joint#h1_chr21	2185546	2187546	0.9685000	0.9629999	0.0055001	1937	36	8	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	436000	438000	chr22	PAN011#joint#h1_chr22	252750	254750	0.9725000	0.9695000	0.0030000	1945	36	8	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	438000	440000	chr13	PAN011#joint#h2_chr13	496571	498571	0.9670000	0.0850454	0.8819546	1934	34	8	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	486000	488000	chr14	PAN011#joint#h2_chr14	273986	275989	0.9962528	0.4616553	0.5345975	1994	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	488000	490000	chr13	PAN011#joint#h2_chr13	594761	596752	0.9937359	0.9652568	0.0284791	1983	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	490000	492000	chr13	PAN011#joint#h2_chr13	596752	598752	0.9960001	0.9625748	0.0334253	1992	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	492000	494000	chr22	PAN011#joint#h1_chr22	364356	366357	0.9962509	0.9680160	0.0282349	1993	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	494000	496000	chr13	PAN011#joint#h2_chr13	600753	602752	0.9952488	0.9521170	0.0431318	1990	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	496000	498000	chr13	PAN011#joint#h2_chr13	602752	604752	0.9955000	0.9707573	0.0247427	1991	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr15	p	0	500000	498000	500000	chr13	PAN011#joint#h2_chr13	604752	606754	0.9965017	0.9502487	0.0462530	1994	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	0	2000	chr21	PAN011#joint#h2_chr21	14571	16573	0.9705147	0.5541126	0.4164021	1942	109	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	2000	4000	chr21	PAN011#joint#h2_chr21	16573	18573	0.9990000	0.7673846	0.2316154	1998	136	20	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	168000	170000	chr21	PAN011#joint#h1_chr21	2325674	2327674	0.9995000	0.8397508	0.1597492	1999	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	170000	172000	chr21	PAN011#joint#h2_chr21	2283200	2285200	0.9990000	0.9852537	0.0137463	1998	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	172000	174000	chr21	PAN011#joint#h2_chr21	2281219	2283200	0.9947249	0.9927518	0.0019731	1980	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	174000	176000	chr21	PAN011#joint#h2_chr21	2279215	2281219	0.9980020	0.9841033	0.0138987	1998	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	176000	178000	chr21	PAN011#joint#h1_chr21	315966	317966	0.9990000	0.9877592	0.0112408	1998	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	178000	180000	chr13	PAN011#joint#h2_chr13	4185516	4187518	0.9785107	0.9770115	0.0014992	1958	109	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	180000	182000	chr21	PAN011#joint#h1_chr21	319227	321226	0.9992498	0.9680020	0.0312478	1998	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	182000	184000	chr21	PAN011#joint#h1_chr21	2312429	2314429	0.9990000	0.9659520	0.0330480	1998	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	184000	186000	chr21	PAN011#joint#h1_chr21	323222	325222	0.9990000	0.9274152	0.0715848	1998	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	198000	200000	chr21	PAN011#joint#h1_chr21	337222	339222	0.9990000	0.3097643	0.6892357	1998	81	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	200000	202000	chr21	PAN011#joint#h1_chr21	2294429	2296429	1.0000000	0.7873410	0.2126590	2000	184	22	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	202000	204000	chr21	PAN011#joint#h1_chr21	341222	343222	1.0000000	0.8716254	0.1283746	2000	100	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	230000	232000	chr21	PAN011#joint#h1_chr21	2264432	2266430	0.9984992	0.5842143	0.4142849	1996	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	232000	234000	chr15	PAN011#joint#h2_chr15	403953	405953	0.9985000	0.9980000	0.0005000	1997	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	238000	240000	chr14	PAN011#joint#h1_chr14	359983	361984	0.9977505	0.9957511	0.0019994	1996	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	240000	242000	chr21	PAN011#joint#h2_chr21	239505	241504	0.9982496	0.9962491	0.0020005	1996	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	242000	244000	chr13	PAN011#joint#h2_chr13	475532	477531	0.9977494	0.9972492	0.0005002	1995	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	244000	246000	chr14	PAN011#joint#h2_chr14	225408	227408	0.9985000	0.9980000	0.0005000	1997	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	246000	248000	chr15	PAN011#joint#h2_chr15	417954	419955	0.9977505	0.9967476	0.0010029	1996	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	250000	252000	chr21	PAN011#joint#h2_chr21	249505	251499	0.9969954	0.9967476	0.0002478	1991	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	252000	254000	chr13	PAN011#joint#h2_chr13	485529	487529	0.9974999	0.9970000	0.0004999	1995	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	254000	256000	chr21	PAN011#joint#h2_chr21	253499	255500	0.9942515	0.9910045	0.0032470	1989	100	16	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	256000	258000	chr14	PAN011#joint#h1_chr14	378013	380013	0.9745000	0.9640000	0.0105000	1949	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	258000	260000	chr14	PAN011#joint#h1_chr14	424237	426238	0.9862535	0.2268314	0.7594221	1973	100	16	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	294000	296000	chr14	PAN011#joint#h1_chr14	460199	462199	0.9924999	0.4052444	0.5872555	1985	77	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	296000	298000	chr14	PAN011#joint#h1_chr14	462199	464199	0.9905000	0.9705000	0.0200000	1981	49	6	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
